## Soviet Decisions and Events Descriptions ##;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
#Red Army Upgrades before GPW.;;;;;;;;;;;;;;x
1st_Mech_Corps_1944_decision_title;Upgrade the 1st Mechanized Corps (1943).;;;;;;;;;;;;;x
1st_Mech_Corps_1944_decision_desc;This decision will upgrade a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12202;1st Mechanized Corps was upgraded in August 1944 by the addition of mobile artillery assets like SU-76s, SU-85s and ISU-152s. It was assigned to the 1st Belorussian Front.;;;;;;;;;;;;;x
2nd_Mech_Corps_1942_decision_title;Form the 2nd Mechanized Corps (1942).;;;;;;;;;;;;;x
2nd_Mech_Corps_1942_decision_desc;This decision will give you access to a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12203;2nd Mechanized Corps was formed in September 1942 and assigned to the Kalinin Front. It was placed under the command of General Ivan P. Korchagin and was composed of the 18th, 34th and 43rd Mechanized Brigades assisted by 33rd and 36th Tank Brigades.\nIn September 1943, it was granted the Guards status and renamed the 7th Guards Mechanized Corps, while the 36th Tank Brigade was transferred to 11th Tank Corps.;;;;;;;;;;;;;x
3rd_Mech_Corps_1942_decision_title;Form the 3rd Mechanized Corps (1942).;;;;;;;;;;;;;x
3rd_Mech_Corps_1942_decision_desc;This decision will give you access to a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12204;3rd Mechanized Corps was formed in November 1942 from the former 8th Tank Corps. Assigned to the Kalinin Front, it was placed under the command of General Mikhail E. Katukov and was composed of 1st, 3rd and 10th Mechanized Brigades assisted by 1st Guards Tank Brigade and 49th Tank Brigade.\n\nIn October 1943, it was granted the Guards status and renamed the 8th Guards Mechanized Corps.;;;;;;;;;;;;;x
4th_Mech_Corps_1942_decision_title;Form the 4th Mechanized Corps (1942).;;;;;;;;;;;;;x
4th_Mech_Corps_1942_decision_desc;This decision will give you access to a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12205;In July 1942, Stakva ordered the formation of the 28th Tank Corps that was converted into the 4th Mechanized Corps at the end of the summer. Placed under the command of General Georgii S. Rodin, 4th Mechanized Corps was made up of the 36th, 59th and 60th Mechanized Brigades assisted by 2 tank regiments. \nIn January 1943, it was granted the Guards status and renamed 3rd Guards Mechanized Corps.;;;;;;;;;;;;;x
5th_Mech_Corps_1942_decision_title;Form the 5th Mechanized Corps (1942).;;;;;;;;;;;;;x
5th_Mech_Corps_1942_decision_desc;This decision will give you access to a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12206;The 5th Mechanized Corps was set up in Moscow in September 1942 from the 22th Tank Corps. Placed under the command of General Mikhail V. Volkov, it was only composed of mechanized brigades (the 45th, 49th and 50th) until April 1943 when it received command of the 188th Separate Tank Brigade.\nThis corps only used UK Lend Lease tanks like Matildas and Valentines.;;;;;;;;;;;;;x
5th_Mech_Corps_1943_decision_title;Upgrade the 5th Mechanized Corps (1943).;;;;;;;;;;;;;x
5th_Mech_Corps_1943_decision_desc;This decision will upgrade a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12207;The 5th Mechanized Corps was upgraded in August 1943. Still under the command of General M.V. Volkov, its composition changed after the transfer of some brigades. It was now in charge of the 2nd, 9th and 45th Mechanized Brigades assisted by 233rd Tank Brigade.\nUltimately, it was granted the Guards status in August 1944, becoming the 9th Guards Mechanized Corps.;;;;;;;;;;;;;x
7th_Mech_Corps_1943_decision_title;Form the 7th Mechanized Corps (1943).;;;;;;;;;;;;;x
7th_Mech_Corps_1943_decision_desc;This decision will give you access to a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12208;The 7th Mechanized Corps was ordered in January 1943 but was only completed in September in Moscow. Placed under the command of General Fiodor G. Katkov, it was composed of some experienced units like the 90th Tank Brigade and the 16th Motorized Brigade coming from the 25th Tank Corps, who became the 41st Guards Tank Brigade and the 16th Mechanized Brigade respectively. The 63rd and 64th Mechanized Brigades were, on the other hand, newly formed inexperienced units. 7th Mechanized Corps could rely on a large amount of SU-76 self-propelled artillery elements spread amongst each brigade.\nThe corps became part of the 2nd and 3rd Ukrainian Front, before being transferred to the Soviet Far East against Japan as part of 6th Tank Army.;;;;;;;;;;;;;x
8th_Mech_Corps_1943_decision_title;Form the 8th Mechanized Corps (1943).;;;;;;;;;;;;;x
8th_Mech_Corps_1943_decision_desc;This decision will give you access to a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12209;The 8th Mechanized Corps was formed in September 1943 in the Moscow Military District and placed under the command of General Aleksandr N. Firsovich. It had 2 experienced formations: the 116th Tank Brigade and 66th Mechanized Brigade, made from the former 50th Mechanized Brigade belonging to the 5th Mechanized Corps. The 67th and 68th Mechanized Brigades were new formations built around 2 experienced Tank Regiments.\nThe 8th Mechanized Corps fought with the 2nd Ukrainian Front and later, in 1945, with the 2nd Belorussian Front.;;;;;;;;;;;;;;x
9th_Mech_Corps_1943_decision_title;Form the 9th Mechanized Corps (1943).;;;;;;;;;;;;;x
9th_Mech_Corps_1943_decision_desc;This decision will give you access to a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12210;The 9th Mechanized Corps was set up in Tula (Moscow Military District) in August 1943. It was composed of only 3 Mechanized Brigades (the 69th, 70th and 71st) under the command of General Konstantin A. Malygin and served within the 3rd Guards Tank Army until the end of war.\nEventually, it was ugraded in October 1944.;;;;;;;;;;;;;x
9th_Mech_Corps_1944_decision_title;Upgrade the 9th Mechanized Corps (1943).;;;;;;;;;;;;;x
9th_Mech_Corps_1944_decision_desc;This decision will upgrade a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12211;The 9th Mechanized Corps was upgraded with full anti-tank and artillery support units and the addition of the 91st Tank Brigade in October 1944. It participated in the final offensive against Berlin in 1945.;;;;;;;;;;;;;;x
10th_Mech_Corps_1944_decision_title;Form the 10th Mechanized Corps (1944).;;;;;;;;;;;;;x
10th_Mech_Corps_1944_decision_desc;This decision will give you access to a Red Army mechanized corps.;;;;;;;;;;;;;x
EVTDESC12212;The 10th Mechanized Corps was set up in the Far Eastern Front in December 1944. Placed under the command of General Aleksandr D. Vasilev, it was reduced in strength to one single tank brigade (the 204th) and 2 mechanized ones (the 42nd and 72nd). This was due to the lack of available tanks in the Far East so the 10th Mechanized Corps was only combat ready in June 1945.\nEventually it participated in the summer offensive against Japan.;;;;;;;;;;;;;;x
IPTAD_decision_title;Tank Extermination Artillery Divisions.;;;;;;;;;;;;;x
IPTAD_decision_desc;This decision will give you access to Red Army artillery units.;;;;;;;;;;;;;x
EVTDESC12300;According to the Resolution No 1607 (April 16th, 1942) of the Stavka, the Red Army started the formation of mobile anti-tank combined arms units called "Tank Extermination Artillery Divisions" or "Tank Destroyer Divisions" (IPTAD). Those were made up of a combination of different artillery regiments and battalions of 76mm, 45mm and 37mm AA guns, assisted by engineers, mortars, machine-guns and tanks, and designed as mobile reserves against German armor breakthroughs. Armor battalions were ultimatly assigned to new tank corps and the IPTADs were to rely on their artillery assets.\n1st IPTAD was deployed with South-Western Front, 2nd IPTAD with Bryansk Front, 3rd IPTAD with Western Front, 4th IPTAD with Kalinin Front and 5th IPTAD in the Stalingrad Military District.\n\n§RNote for player: For game purposes, these divisions will be removed in winter 1942-1943 to help with the formation of the new artillery divisions.§W.;;;;;;;;;;;;;;x
Artillery_Division_1_decision_title;1st Artillery Division.;;;;;;;;;;;;;x
Artillery_Division_1_decision_desc;This decision will give you access to a Red Army artillery unit.;;;;;;;;;;;;;x
EVTDESC12301;The 1st Artillery Division was set up in October 1942 on the Eastern bank of the Volga, at Stalingrad. It was the first part of a vast artillery build up decided by the Stavka to turn the tide of the battle. Almost 30 divisions were set up from October 1942 to March 1943 and most of them were upgraded into more powerful units from mid 1943 to the end of war.\n\nThe 1st Artillery Division distinguished itself during the battle of Stalingrad and was granted the Guards status in May 1943.;;;;;;;;;;;;;;x
Artillery_Division_19_decision_title;19th Heavy Artillery Division.;;;;;;;;;;;;;x
Artillery_Division_19_decision_desc;This decision will give you access to a Red Army artillery unit.;;;;;;;;;;;;;x
EVTDESC12302;The 19th Heavy Artillery Division was also set up in November 1942 in Stalingrad to support the troops defending the city. For its outstanding service, it was granted the Guards status in June 1943, becoming the 5th Guards Breakthrough Artillery Division.;;;;;;;;;;;;;;x
Artillery_Divisions_2-13_decision_title;Form artillery divisions.;;;;;;;;;;;;;x
Artillery_Divisions_2-13_decision_desc;This decision will give you access to Red Army artillery units.;;;;;;;;;;;;;x
EVTDESC12303;In December 1942, Stavka assembled a dozen new artillery divisions, made of 4 artillery brigades.\n\nThe 2nd Artillery Division was deployed on the Volkov Front.\nThe 3rd and 6th Artillery Divisions were deployed on the Western Front.\nThe 4th Artillery Division was deployed on the Don Front.\nThe 5th Artillery Division was deployed on the Bryansk Front.\nThe 7th Artillery Division was deployed on the South Western Front.\nThe 8th Artillery Division was deployed on the Voronezh Front.\nThe 12th Artillery Division was set up in the Urals.\nOther divisions were set up in the Moscow Military District and assigned to the High Command Reserve.\n\n§RKeep in mind that these units are to be upgraded in 1943 into larger and more powerful units, and some will be promoted to Guards status.§W;;;;;;;;;;;;;;x
Artillery_Divisions_26-27_decision_title;Form the 26th and 27th Artillery Divisions.;;;;;;;;;;;;;x
Artillery_Divisions_26-27_decision_desc;This decision will give you access to Red Army artillery units.;;;;;;;;;;;;;x
EVTDESC12304;The 26th and 27th Artillery Divisions were set up in December 1942 in the North Western Front.\nThe 27th Artillery Division remained in the Northern part of the front, ending with the siege of the Courland Peninsula whereas 26th Artillery Division was removed and transferred to the Ukrainian and later the Belorussian Front.;;;;;;;;;;;;;x
Artillery_Divisions_14-25_decision_title;Form more Artillery Divisions.;;;;;;;;;;;;;x
Artillery_Divisions_14-25_decision_desc;This decision will give you access to Red Army artillery units.;;;;;;;;;;;;;x
EVTDESC12305;The 14th, 15th, 20th, 21st, 22nd, 23rd, 24th and 27th Artillery Divisions were assembled in the Moscow Military District in January 1943 before being sent to various fronts.\nThe 16th Artillery Division was raised in the Urals.\nAll these units were later converted into larger and more powerful units.\n\nThe 14th Artillery Division was granted the Guard status and became the 4th Guards Heavy Cannon Artillery Division in June 1943.;;;;;;;;;;;;;;x
Artillery_Divisions_18-28_decision_title;Form the 18th and 28th Artillery Divisions in Leningrad.;;;;;;;;;;;;;x
Artillery_Divisions_18-28_decision_desc;This decision will give you access to Red Army artillery units.;;;;;;;;;;;;;x
EVTDESC12306;The 18th and 28th Artillery Divisions were assembled in Leningrad in early 1943. Both units participated in the siege of the city, before being upgraded into the 18th and 28th Breakthrough Artillery Divisions in May 1943 and October 1944 respectively.;;;;;;;;;;;;;;x
Break_Artillery_Divisions_7-9_decision_title;Form the 7th and 9th Breakthrough Artillery Divisions.;;;;;;;;;;;;;x
Break_Artillery_Divisions_7-9_decision_desc;This decision will give you access to Red Army artillery units.;;;;;;;;;;;;;x
EVTDESC12307;The 7th and 9th Breakthrough Artillery Divisions were set up in the South Western Front in August 1943, by upgrading the former 7th and 9th Artillery Divisions.;;;;;;;;;;;;;x
Break_Artillery_Divisions_13-15_decision_title;Form the 13th and 15th Breakthrough Artillery Divisions.;;;;;;;;;;;;;x
Break_Artillery_Divisions_13-15_decision_desc;This decision will give you access to Red Army artillery units.;;;;;;;;;;;;;x
EVTDESC12308;In May 1943, Stavka started the upgrade of its Artillery Divisions, giving them more firepower. The new 'Breakthrough' or 'Shock' Artillery Divisions (in Russian, Proryva) received up to 6 artillery brigades, each made of 2 artillery regiments. The standard composition was:\n1 light artillery brigade (76mm)\n2 cannon artillery brigades (122 to 152mm)\n2 howitzer artillery brigades\n1 mortar artillery brigade.\nNo fewer than 14 divisions were upgraded from May to July 1943. The 13th and 15th Breakthrough Artillery Divisions were the first to be set up.;;;;;;;;;;;;;;x
Break_Artillery_Corps_3_decision_title;Form the 3rd Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_3_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12309;3rd Breakthrough Artillery Corps was set up in May 1943 and placed under the command of General Nikolai N. Zhdanov. It was in command of the 18th and 23rd Breakthrough Artillery Divisions.;;;;;;;;;;;;;x
Break_Artillery_Corps_7_decision_title;Form the 7th Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_7_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12310;7th Breakthrough Artillery Corps was set up in May 1943 and placed under the command of General Pavel M. Korolkov. It was in command of the 16th and the freshly formed 17th Breakthrough Artillery Divisions.;;;;;;;;;;;;;x
Break_Artillery_Corps_4_decision_title;Form the 4th Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_4_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12311;4th Breakthrough Artillery Corps was set up in June 1943 and placed under the command of General Nikolai V. Ignatov. It was in command of the 5th and 12th Breakthrough Artillery Divisions.;;;;;;;;;;;;;x
Break_Artillery_Corps_5_decision_title;Form the 5th Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_5_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12312;5th Breakthrough Artillery Corps was set up in June 1943 and placed under the command of General Mikhail P. Kuteinikov. It was in command of the 20th and 22nd Breakthrough Artillery Divisions.;;;;;;;;;;;;;x
Break_Artillery_Corps_8_decision_title;Form the 8th Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_8_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12313;8th Breakthrough Artillery Corps was set up in July 1943 and placed under the command of General Nikolai F. Salichko. It was in command of the 3rd and 6th Breakthrough Artillery Divisions.;;;;;;;;;;;;;x
Artillery_Division_8_decision_title;Form the 8th Cannon Artillery Division.;;;;;;;;;;;;;x
Artillery_Division_8_decision_desc;This decision will give you access to a Red Army artillery unit.;;;;;;;;;;;;;x
EVTDESC12314;The 8th Cannon Artillery Division was created in October 1943 and assigned to the Baltic Front. It remained there for the duration of the war.;;;;;;;;;;;;;x
Break_Artillery_Division_2_decision_title;Form the 2nd Breakthrough Artillery Division.;;;;;;;;;;;;;x
Break_Artillery_Division_2_decision_desc;This decision will give you access to a Red Army artillery unit.;;;;;;;;;;;;;x
EVTDESC12315;The 2nd Breakthrough Artillery Division was set up in April 1944 from the 2nd Artillery Division. It was attached to General Vladimir Z. Romanovskii's 67th Army in Leningrad.\n\n§RNote for player: Due to the 7 brigade per unit limitation, extra artillery brigades are here attached to the aforementioned army.§W;;;;;;;;;;;;;x
Break_Artillery_Division_10_decision_title;Form the 10th Breakthrough Artillery Division.;;;;;;;;;;;;;x
Break_Artillery_Division_10_decision_desc;This decision will give you access to a Red Army artillery unit.;;;;;;;;;;;;;x
EVTDESC12316;The 10th Breakthrough Artillery was set up in August 1944 from the the 10th Artillery Division. It was attached to General Aleksandr A. Luchinski's 28th Army in Orel.;;;;;;;;;;;;;x
Break_Artillery_Corps_1_decision_title;Form the 1st Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_1_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12317;In October 1944, 5 new artillery corps were raised, using mostly new formations.\n1st Breakthrough Artillery Corps was set up in Moscow in October 1944, taking command of the 24th and 25th Breakthrough Artillery Divisions.;;;;;;;;;;;;;x
Break_Artillery_Corps_2_decision_title;Form the 2nd Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_2_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12318;2nd Breakthrough Artillery Corps was set up in Kharkov in October 1944. The 1st and 28th Breakthrough Artillery Divisions were placed under the command of General Gleb K. Diashan.;;;;;;;;;;;;;x
Break_Artillery_Corps_6_decision_title;Form the 6th Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_6_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12319;6th Breakthrough Artillery Corps was set up in Smolensk in October 1944. It was made up of the 14th and 29th Breakthrough Artillery Divisions, which were also completely fresh units.;;;;;;;;;;;;;x
Break_Artillery_Corps_9_decision_title;Form the 9th Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_9_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12320;General N.N Zhdanov took command of the 9th Breakthrough Artillery Corps in Orel in October 1944. Like the 2nd and 6th Corps, it was a completely new formation.;;;;;;;;;;;;;x
Break_Artillery_Corps_10_decision_title;Form the 10th Breakthrough Artillery Corps.;;;;;;;;;;;;;x
Break_Artillery_Corps_10_decision_desc;This decision will give you access to a Red Army Artillery Corps.;;;;;;;;;;;;;x
EVTDESC12321;10th Breakthrough Artillery Corps was the last artillery corps cretaed by the Stavka in October 1944. General Leonid I. Kozhirov was in command of this formation, made up of 2 fresh units: The 14th and 31st Breakthrough Artillery Divisions.;;;;;;;;;;;;;x
1_Tank_Army_decision_title;Form the 1st Tank Army.;;;;;;;;;;;;;x
1_Tank_Army_decision_desc;This decision will give you access to a Tank Army HQ.;;;;;;;;;;;;;x
EVTDESC12400;1st Tank Army was formed for the first time on July 26th, 1942 on the Stalingrad Front to take command of the 13th and 28th Tank Corps. Its commander was General Mikhail E. Katukov.\nSecond formation happened on February 7th, 1943 on the South Western Front. At this time, the 1st Tank Army was in charge of 6th Tank Corps, 3rd Mechanized Corps and the 112th Tank Brigade 'Revolutionary Mongolia'.\n\nIt was granted the Guards status on April 25th, 1944 becoming the 1st Guards Tank Army.;;;;;;;;;;;;;x
2_Tank_Army_decision_title;Form the 2nd Tank Army.;;;;;;;;;;;;;x
2_Tank_Army_decision_desc;This decision will give you access to a Tank Army HQ.;;;;;;;;;;;;;x
EVTDESC12401;2nd Tank Army was formed on January 15th, 1943 on the Bryansk Front, from the staff of 3rd Reserve Army. Under command of General Aleksei G. Rodin, this force included 11th and 16th Tank Corps, 11th Guards Tank Brigade and other infantry and artillery assets.\n\nEventually it was renamed as 2nd Guards Tank Army on November 20th, 1944.;;;;;;;;;;;;;x
3_Tank_Army_decision_title;Form the 3rd Tank Army.;;;;;;;;;;;;;x
3_Tank_Army_decision_desc;This decision will give you access to a Tank Army HQ.;;;;;;;;;;;;;x
EVTDESC12402;3rd Tank Army was set up on May 26th, 1942on the Bryansk Front, upon the staff of From 58th Army and placed under command of General Pavel S. Rybalko. 3rd Tank Army was composed of 12th and 15th Tank Corps associated with the 179th Separate Tank Brigade.\n\nIt was granted the Guards Status on May 14th, 1943 becoming the 3rd Guards Tank Army.;;;;;;;;;;;;;x
4_Tank_Army_decision_title;Form the 4th Tank Army.;;;;;;;;;;;;;x
4_Tank_Army_decision_desc;This decision will give you access to a Tank Army HQ.;;;;;;;;;;;;;x
EVTDESC12403;4th Tank Army was set up for the first time on August 1st, 1942 upon the staff of 28th Army. Its commander was General Vasilii M. Badanov and the army was in command of 22nd and 23rd Tank Corps assisted by the 133 Tank Brigade. A second formation occured on July 1st, 1943 in Moscow to take command of various formations including the 5th and 6th Guards Mechanized Corps.\n\nEventually it was granted the Guards status on March 17th, 1945, becoming the 4th Guards Tank Army.;;;;;;;;;;;;;x
5_Tank_Army_decision_title;Form the 5th Tank Army.;;;;;;;;;;;;;x
5_Tank_Army_decision_desc;This decision will give you access to a Tank Army HQ.;;;;;;;;;;;;;x
EVTDESC12404;5th Tank Army was formed twice.\nFirst formation happened on June 5th, 1942 in the Moscow Military District, to take command of of 2nd, 7th and 11th Tank Corps, assisted by the 19th Independant Tank Brigade.\nSecond formation occured on September 3rd, 1942 on the Bryansk Front. This time, General Pavel S. Rybalko was in charge of 1st 22nd and 26th Tank Corps. It was later disbanded with its staff assigned to the 12th Army.;;;;;;;;;;;;;x
6_Tank_Army_decision_title;Form the 6th Tank Army.;;;;;;;;;;;;;x
6_Tank_Army_decision_desc;This decision will give you access to a Tank Army HQ.;;;;;;;;;;;;;x
EVTDESC12405;Andrei G. Kravchenko's 6th Tank Army was the last Tank Army formed during the war. It was set up on the 1st Ukrainian Front on January 25th, 1944 gathering 5th Guards Tank Corps and 5th Mechanized Corps.\n\nIn September 1944, it was granted the Guards status, becoming the 6th Guards Tank Army.;;;;;;;;;;;;;x
#NKVD Upgrades.;;;;;;;;;;;;;;x
NKVD_Historical_upgrades_decision_title;NKVD Troops.;;;;;;;;;;;;;;x
NKVD_Historical_upgrades_decision_desc;This decision will give access to NKVD historical units.;;;;;;;;;;;;;;x
EVTDESC13100;The People's Commissariat for Internal Affairs (NKVD) was controlling a vast security force, from the Border Guards to prisons, railways and industrial installations. In June 1941, the NKVD started to form combat units to provide security behind the front, and sometimes fill the gaps.\n\n§RNote for player: this will allow you to form some Rifle and Motorized Divisions from the already existing security units, at some IC/resources costs.§W;;;;;;;;;;;;;;x
NKVD_VV_Command_decision_title;GUVV NKVD.;;;;;;;;;;;;;;x
NKVD_VV_Command_decision_desc;This decision will give access to an NKVD HQ.;;;;;;;;;;;;;;x
EVTDESC13101;The Main Directorate of Internal Troops of the NKVD (Glavnoie Upravlenie Vnutrennikh Voisk NKVD, GUVV NKVD) was set up on January 19th 1942, to take command of all the Internal Fighting Troops of the NKVD.;;;;;;;;;;;;;;x
OMSDON_decision_title;From the OMSDON.;;;;;;;;;;;;;;x
OMSDON_decision_desc;This decision will give access to a NKVD Special Forces unit.;;;;;;;;;;;;;;x
EVTDESC13102;The 1st Special Purpose NKVD Division (OMSDON) got various names in history. It was raised in 1921 as the OSNAZ ("Special Purpose Detachment"), including the 1st Separate Regiment of the GPU supported by one armored regiment. Renamed DON ("Special Purpose Division") in 1924 and totalling 4 rifle regiments, it changed once again in 1926, being designated the "Special Purpose Division named after F.E. Dzerjinski". This division conducted the suppression of various rebellions in the late 20s and early 30s in the Don, Tambov and Central Asian areas.\n\nOn September 8th 1937, it was renamed the "Separate Motorized Rifle Division for Special Purpose (OMSDON) named after F.E. Dzerzhinsky of the NKVD troops.";;;;;;;;;;;;;;x
OMSDON_upgrade_decision_title;Upgrade the OMSDON.;;;;;;;;;;;;;;x
OMSDON_upgrade_decision_desc;This decision will upgrade an NKVD unit.;;;;;;;;;;;;;;x
EVTDESC13103;On February 14th 1943, after the transfer of some elements to a second unit, the OMSDON was renamed "1st Motorized Rifle Order of Lenin Special Purpose Division named after F.E. Dzerzhinsky of the NKVD of USSR", also known as 1st MSDN (Motorized Special Purpose Division).;;;;;;;;;;;;;;x
OMSDON_2_decision_title;Form a second OMSDON unit.;;;;;;;;;;;;;;x
OMSDON_2_decision_desc;This decision will give access to a second NKVD Special Forces unit.;;;;;;;;;;;;;;x
EVTDESC13104;On January 4th 1942, mobile elements of the OMSDON were transferred to create a second unit, later renamed the 2nd MSDN (Motorized Special Purpose Division).;;;;;;;;;;;;;;x
NKVD_Rifle_Divisions_1_decision_title;Form 2 NKVD Rifle Divisions.;;;;;;;;;;;;;;x
NKVD_Rifle_Divisions_1_decision_desc;This decision will give access to NKVD units.;;;;;;;;;;;;;;x
EVTDESC13105;In September 1941, 2 NKVD Rifle Divisions were assembled in the Leningrad Military District using men and weapons of some Border Guards and other security units.\n\nThe 1st NKVD Rifle Division was raised in Vaskelovo, north of Leningrad. It was transferred in August 1942 to the Red Army as the 46th Rifle Division.\nThe 20th NKVD Rifle Division was raised in Leningrad from the former 20th NKVD Division for important industrial enterprises. It was also transferred to the Red Army in August 1942, as the 92nd Rifle Division.;;;;;;;;;;;;;;x
NKVD_Rifle_Divisions_2_decision_title;Form 4 more NKVD Rifle Divisions.;;;;;;;;;;;;;;x
NKVD_Rifle_Divisions_2_decision_desc;This decision will give access to NKVD units.;;;;;;;;;;;;;;x 
EVTDESC13106;In January 1942, 4 more NKVD Rifle Divisions were raised to secure rear areas behind the frontline:\n\nThe 5th NKVD Rifle Division was raised in Tikhvin (Volkov Front).\nThe 6th NKVD Rifle Division was raised in Kalinin (North Western Front).\nThe 10th NKVD Rifle Division was raised in Stalingrad and became the 181st Stalingrad Order of Lenin Rifle Division in February 1943.\nThe 11th NKVD Rifle Division was raised in Krasnodar (Southern Front).;;;;;;;;;;;;;;x
NKVD_Rifle_Divisions_3_decision_title;Form 5 more NKVD Rifle Divisions.;;;;;;;;;;;;;;x
NKVD_Rifle_Divisions_3_decision_desc;This decision will give access to NKVD units.;;;;;;;;;;;;;;x
EVTDESC13107;As the Axis approached the Caucasus in summer 1942, the NKVD raised 5 more divisions from Georgian, Armenian and Azerbaijani Border Guards and other assets spread throughout the Caucasus, like cavalry or mountain troops.;;;;;;;;;;;;;;x
NKVD_Motor_Rifle_Divisions_1_decision_title;Form NKVD Motor Rifle Divisions.;;;;;;;;;;;;;;x
NKVD_Motor_Rifle_Divisions_1_decision_desc;This decision will give access to NKVD units.;;;;;;;;;;;;;;x
EVTDESC13108;At the outbreak of hostilities with Germany, the NKVD raised an emergency 3 motorized divisions and 1 motorized brigade, all lacking in support units.\n\nThe 21st NKVD Motor Rifle Division was raised in Leningrad on July 1st 1941, and was later converted into the 109th Rifle Division.\n\nThe 22nd NKVD Motor Rifle Division was raised in Riga on June 23rd 1941.\n\nThe 23rd NKVD Motor Rifle Division was raised in Kiev on June 26th 1941. Remnants of both units served to form the 4th NKVD Motor Rifle Division on January 5th 1942.\n\nThe 76th NKVD Motor Rifle Brigade was raised in Tbilisi on August 15th 1941.;;;;;;;;;;;;;;x
NKVD_Motor_Rifle_Divisions_2_decision_title;Reorganize our NKVD motorized units.;;;;;;;;;;;;;;x
NKVD_Motor_Rifle_Divisions_2_decision_desc;This decision will reorganize some NKVD units.;;;;;;;;;;;;;;x
EVTDESC13109;In January 1942, the NKVD reorganized its motorized units, which had been severely exhausted, filling the gaps with all remaining elements like Border Guards. 4 new units (The 4th, 7th, 8th and 9th NKVD Motor Rifle Divisions) were created in Leningrad, Tula, Voronezh and Rostov.;;;;;;;;;;;;;;x
EVTDESC13110;In January 1942, the NKVD reorganized its motorized units, which had been severely exhausted, filling the gaps with all remaining elements like Border Guards. 4 new units (The 4th, 7th, 8th and 9th NKVD Motor Rifle Divisions) were created in Leningrad, Tula, Voronezh and Rostov.\n\n§RNote for player: if one of the previous cities is already lost at this time, units will spawn in Kuybyshev.§W;;;;;;;;;;;;;;x
NKVD_Motor_Rifle_Div_3_decision_title;Form the 13th NKVD Motorized Rifle Division.;;;;;;;;;;;;;;x
NKVD_Motor_Rifle_Div_3_decision_desc;This decision will give access to an NKVD unit.;;;;;;;;;;;;;;x
EVTDESC13111;In May 1942, the 8th NKVD Motor Rifle Division was split to form the 36th Rifle Division alongside a new NKVD Motor Rifle Division numbered the 13th.\nThe 13th NKVD Motor Rifle Division became the 95th Rifle Division in August 1942.\nThe 36th Rifle Division later became the 52nd Guards Rifle Division.;;;;;;;;;;;;;;x
NKVD_Transfer_1_decision_title;Transfer troops from the NKVD to the Red Army.;;;;;;;;;;;;;;x
NKVD_Transfer_1_decision_desc;This decision will upgrade some NKVD units to Red Army standards.;;;;;;;;;;;;;;x
