MESSAGE_HEAD_GOV;The Minister of Security reports;Le ministre de la sécurité rapporte que;Der Minister für innere Sicherheit meldet;;El Ministro de Seguridad informa;;;;;;;;;x
WEEMBARGO_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEEMBARGO_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEEMBARGO_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WEEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x
OTHEREMBARGO_SETUP;When a nation imposes an embargo on another;Quand une nation impose un embargo à une autre;Wenn eine Nation ein Embargo gegen ein anderes verhängt;;Cuando una nación impone un embargo sobre otra.;;;;;;;;;x
OTHEREMBARGO_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa de;;;;;;;;;x
OTHEREMBARGO_1;Embargo;Embargo;Embargo;;Embargo;;;;;;;;;x
OTHEREMBARGO_2;$MONARCHTITLE$, $ACTOR$ have imposed an;$MONARCHTITLE$, $ACTOR$ ont imposé un;$MONARCHTITLE$, $ACTOR$ verhängten ein;;$MONARCHTITLE$, $ACTOR$ ha impuesto un;;;;;;;;;x
OTHEREMBARGO_3;Embargo;Embargo;Embargo;;Embargo;;;;;;;;;x
OTHEREMBARGO_4;on;à;gegen;;sobre;;;;;;;;;x
OTHEREMBARGO_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
OTHEREMBARGO_6;*;*;*;;*;;;;;;;;;x
OTHEREMBARGO_LOG;$ACTOR$ imposed an embargo on $RECIPIENT$.;$ACTOR$ ont imposé un embargo à $RECIPIENT$.;$ACTOR$ verhängten ein Embargo gegen $RECIPIENT$.;;$ACTOR$ impuso un embargo sobre $RECIPIENT$.;;;;;;;;;x
OTHEREMBARGO_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHEREMBARGO_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHEREMBARGO_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
OTHEREMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x
THEYEMBARGO_SETUP;When another nation imposes an embargo on us.;Quand une autre nation nous impose un embargo;Wenn eine andere Nation ein Embargo gegen uns verhängt.;;Cuando otra nación nos impone un embargo.;;;;;;;;;x
THEYEMBARGO_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x
THEYEMBARGO_1;Embargo;Embargo;Embargo;;Embargo;;;;;;;;;x
THEYEMBARGO_2;$MONARCHTITLE$, we have been subjected to an;$MONARCHTITLE$, nous sommes soumis à un;$MONARCHTITLE$, wir sind Ziel eines;;$MONARCHTITLE$, hemos estado sujetos a un;;;;;;;;;x
THEYEMBARGO_3;Embargo;Embargo;Embargos;;Embargo;;;;;;;;;x
THEYEMBARGO_4;by;par;von;;por;;;;;;;;;x
THEYEMBARGO_5;$ACTOR$;$RECIPIENT$;$ACTOR$;;$ACTOR$;;;;;;;;;x
THEYEMBARGO_6;All our trades with them are broken.;Toutes nos activités commerciales avec eux sont interrompues.;Unser gesamter Handel mit ihnen ist zum Stillstand gekommen.;;Todo nuestro comercio con ellos se ha cancelado.;;;;;;;;;x
THEYEMBARGO_LOG;$ACTOR$ imposed an embargo on us.;$ACTOR$ nous ont imposé un embargo.;$ACTOR$ verhängten ein Embargo gegen uns.;;$ACTOR$ nos ha impuesto un embargo.;;;;;;;;;x
THEYEMBARGO_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYEMBARGO_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYEMBARGO_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
THEYEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x
WECANCELEMBARGO_SETUP;When we revoke an embargo;Quand nous levons un embargo;Wenn wir ein Embargo aufheben;;Cuando revocamos un embargo.;;;;;;;;;x
WECANCELEMBARGO_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x
WECANCELEMBARGO_1;Embargo Canceled;Embargo levé;Embargo aufgehoben;;Embargo cancelado;;;;;;;;;x
WECANCELEMBARGO_2;$MONARCHTITLE$, we have decided to cancel our;$MONARCHTITLE$, nous avons décidé de lever notre;$MONARCHTITLE$, wir beschlossen die Aufhebung unseres;;$MONARCHTITLE$, hemos decidido cancelar nuestro;;;;;;;;;x
WECANCELEMBARGO_3;Embargo;Embargo;Embargos;;Embargo;;;;;;;;;x
WECANCELEMBARGO_4;against;contre;gegen;;contra;;;;;;;;;x
WECANCELEMBARGO_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
WECANCELEMBARGO_6;They can now trade with us again.;Ils peuvent de nouveau commercer avec nous.;Sie können nun wieder mit uns handeln.;;Ya pueden comerciar otra vez con nosotros.;;;;;;;;;x
WECANCELEMBARGO_LOG;We canceled our embargo against $RECIPIENT$.;Nous avons levé notre embargo contre $RECIPIENT$.;Wir haben unser Embargo gegen $RECIPIENT$ aufgehoben.;;Cancelamos nuestro embargo contra $RECIPIENT$.;;;;;;;;;x
WECANCELEMBARGO_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WECANCELEMBARGO_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WECANCELEMBARGO_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WECANCELEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x
OTHERCANCELEMBARGO_SETUP;When a nation revokes an embargo against another.;Quand une nation lève un embargo contre une autre.;Wenn ein Land ein Embargo gegen ein anderes aufhebt.;;Cuando una nación revoca un embargo contra otra.;;;;;;;;;x
OTHERCANCELEMBARGO_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa de;;;;;;;;;x
OTHERCANCELEMBARGO_1;Embargo Canceled;Embargo levé;Embargo aufgehoben;;Embargo cancelado;;;;;;;;;x
OTHERCANCELEMBARGO_2;$MONARCHTITLE$, $ACTOR$ have decided to cancel their;$MONARCHTITLE$, $ACTOR$ ont décidé de lever leur;$MONARCHTITLE$, $ACTOR$ beschlossen die Aufhebung ihres;;$MONARCHTITLE$, $ACTOR$ ha decidido cancelar su;;;;;;;;;x
OTHERCANCELEMBARGO_3;Embargo;Embargo;Embargos;;Embargo;;;;;;;;;x
OTHERCANCELEMBARGO_4;against;contre;gegen;;contra;;;;;;;;;x
OTHERCANCELEMBARGO_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
OTHERCANCELEMBARGO_6;*;*;*;;*;;;;;;;;;x
OTHERCANCELEMBARGO_LOG;$ACTOR$ canceled their embargo against $RECIPIENT$.;$ACTOR$ ont levé notre embargo contre $RECIPIENT$.;$ACTOR$ hoben ihr Embargo gegen $RECIPIENT$ auf.;;$ACTOR$ canceló su embargo contra $RECIPIENT$.;;;;;;;;;x
OTHERCANCELEMBARGO_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERCANCELEMBARGO_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERCANCELEMBARGO_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
OTHERCANCELEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x
THEYCANCELEMBARGO_SETUP;When another nation revokes an embargo on us.;Quand une autre nation lève un embargo auquel elle nous soumet.;Wenn ein anderes Land ein Embargo gegen uns aufhebt.;;Cuando otro revoca un embargo impuesto contra nosotros.;;;;;;;;;x
THEYCANCELEMBARGO_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x
THEYCANCELEMBARGO_1;Embargo Canceled;Embargo levé;Embargo aufgehoben;;Embargo cancelado;;;;;;;;;x
THEYCANCELEMBARGO_2;$MONARCHTITLE$, the;$MONARCHTITLE$, l';$MONARCHTITLE$, das;;$MONARCHTITLE$, el;;;;;;;;;x
THEYCANCELEMBARGO_3;Embargo;Embargo;Embargo;;Embargo;;;;;;;;;x
THEYCANCELEMBARGO_4;imposed on us by;que nous a imposé;gegen uns von;;que nos impuso;;;;;;;;;x
THEYCANCELEMBARGO_5;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
THEYCANCELEMBARGO_6;Has been CANCELED.;a été levé.;wurde AUFGEHOBEN.;;ha sido CANCELADO.;;;;;;;;;x
THEYCANCELEMBARGO_LOG;$ACTOR$ canceled the embargo they had imposed on us.;$ACTOR$ ont levé leur embargo contre nous.;$ACTOR$ hoben ihr Embargo gegen uns auf.;;$ACTOR$ cancelaron el embargo que nos habían impuesto.;;;;;;;;;x
THEYCANCELEMBARGO_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYCANCELEMBARGO_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYCANCELEMBARGO_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
THEYCANCELEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x
ACTRAWITHUS_SETUP;When another nation accepts a trade with us;Quand une autre nation accepte un accord commercial avec nous;Wenn eine andere Nation ein Handelsabkommen mit uns akzeptiert;;Cuando otra nación acepte un acuerdo comercial con nosotros.;;;;;;;;;x
ACTRAWITHUS_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa que;;;;;;;;;x
ACTRAWITHUS_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;;;;;x
ACTRAWITHUS_2;$MONARCHTITLE$, they have;$MONARCHTITLE$, ils ont signé un;$MONARCHTITLE$,;Podpisaliœmy;$MONARCHTITLE$, han;$MONARCHTITLE$, ora abbiamo siglato un;Éppen most írtunk alá egy;$MONARCHTITLE$, podepsali jsme;;;;;;x
ACTRAWITHUS_3;ACCEPTED;A ACCEPTE;Sie haben;zgadza siê;aceptado;ACCORDO COMMERCIALE;KERESKEDELMI EGYEZMÉNYT;OBCHODNÍ DOHODU;;;;;;x
ACTRAWITHUS_4;a;un;ein;;el;;;;;;;;;x
ACTRAWITHUS_5;TRADE AGREEMENT;ACCORD COMMERCIAL;Handelsabkommen;;ACUERDO COMERCIAL;;;;;;;;;x
ACTRAWITHUS_6;with us. We will supply them with $ACT_TRADE$ per day in exchange for $REC_TRADE$ per day.;avec nous. Nous les fournirons en $ACT_TRADE$ par jour en échange de $REC_TRADE$ par jour.;mit uns unterzeichnet. Wir kaufen bei ihnen täglich $REC_TRADE$ für $ACT_TRADE$.;;con nosotros. Les suministraremos $ACT_TRADE$ al día a cambio de $REC_TRADE$ al día.;;;;;;;;;x
ACTRAWITHUS_LOG;We now have a Trade Agreement with $RECIPIENT$.;$RECIPIENT$ : Nous avons désormais un accord commercial avec ce pays.;Wir haben nun ein Handelsabkommen mit $RECIPIENT$.;Od teraz obowi¹zuje umowa handlowa z pañstwem $RECIPIENT$.;Ahora tenemos un acuerdo comercial con $RECIPIENT$.;Ora abbiamo un accordo commerciale con: $RECIPIENT$.;Kereskedelmi egyezményt kötöttünk $RECIPIENT$ nemzetével.;Nyní máme obchodní dohodu s $RECIPIENT$.;;;;;;x
ACTRAWITHUS_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
ACTRAWITHUS_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
ACTRAWITHUS_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Menj ide:;Pøejít na;;;;;;x
ACTRAWITHUS_MAP;*;*;*;*;*;*;*;;;;;;;x
OTHERTRADEAG_SETUP;When another nation accepts a Trade Agreement with a third nation.;Lorsqu'une autre nation accepte un accord commercial avec une nation tierce.;Wenn ein anderes Land ein Handelsabkommen mit einem dritten Land akzeptiert.;Kiedy jedno z pañstw podpisuje umowê handlow¹ z krajem trzecim;Cuando otra nación acepte un acuerdo comercial con una tercera.;Quando una nazione accetta di stringere un accordo commerciale con un'altra nazione;Mikor egy nemzet elfogadja egy másik nemzet kereskedelmi ajánlatát;Když jiný národ pøijme obchodní nabídku tøetí strany;;;;;;x
OTHERTRADEAG_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa que;;;;;;;;;x
OTHERTRADEAG_1;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;;;;;;x
OTHERTRADEAG_2;$MONARCHTITLE$, we have been informed that;$MONARCHTITLE$, on nous informe que;$MONARCHTITLE$,;Zostaliœmy poinformowani, ¿e;$MONARCHTITLE$, nos han comunicado que;$MONARCHTITLE$, abbiamo saputo che;Arról értesültünk, hogy ;$MONARCHTITLE$, byli jsme informováni, že;;;;;;x
OTHERTRADEAG_3;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;;;;;;x
OTHERTRADEAG_4;has signed a Trade Agreement with;a signé un accord commercial avec;unterzeichnete ein Handelsabkommen mit;ma podpisan¹ w³aœnie umowê handlow¹ z pañstwem ;ha firmado un acuerdo comercial con;ha siglato un accordo commerciale con:;kereskedelmi egyezményt ír alá a következõvel:;podepsal obchodní nabídku s;;;;;;x
OTHERTRADEAG_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$.;$RECIPIENT$;$RECIPIENT$.;$RECIPIENT$;$RECIPIENT$;;;;;;x
OTHERTRADEAG_6;*;*;*;*;*;*;*;;;;;;;x
OTHERTRADEAG_LOG;$RECIPIENT$ now has a Trade Agreement with $ACTOR$.;$ACTOR$ - $RECIPIENT$ : ces deux pays ont désormais un accord commercial.;$RECIPIENT$ hat nun ein Handelsabkommen mit $ACTOR$.;Od teraz pañstwo $RECIPIENT$ ma umowê handlow¹ z $ACTOR$.;$RECIPIENT$ ahora tiene un acuerdo comercial con $ACTOR$.;Ora $RECIPIENT$ ha un accordo commerciale con $ACTOR$.;$RECIPIENT$ most már kereskedelmi egyezményben áll $ACTOR$ nemzetével.;$RECIPIENT$ má nyní obchodní smlouvu s $ACTOR$.;;;;;;x
OTHERTRADEAG_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERTRADEAG_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERTRADEAG_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
OTHERTRADEAG_MAP;*;*;*;*;*;*;*;;;;;;;x
WETRADEAG_SETUP;When we accept a Trade Agreement with another nation.;Quand nous acceptons un accord commercial avec une autre nation.;Wenn wir ein Handelsabkommen mit einem anderen Land akzeptieren.;Kiedy podpisujemy umowê handlow¹ z innym pañstwem;Cuando aceptamos un acuerdo comercial con otra nación.;Quando accettiamo di stringere un accordo commerciale con un'altra nazione.;Elfogadtuk a kereskedelmi egyezményt a másik nemzettel szemben.;Když uzavøeme obchodní dohodu s jiným národem;;;;;;x
WETRADEAG_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x
WETRADEAG_1;Trade Agreement!;Accord commercial!;Handelsabkommen!;Umowa handlowa!;¡Acuerdo comercial!;Accordo commerciale!;Kereskedelmi egyezmény!;Obchodní dohoda!;;;;;;x
WETRADEAG_2;$MONARCHTITLE$, we have accepted a trade agreement with;$MONARCHTITLE$, nous avons accepté un accord commercial avec;wir haben ein Handelsabkommen unterschrieben mit;;$MONARCHTITLE$, hemos aceptado un acuerdo comercial con;;;;;;;;;x
WETRADEAG_3;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$.;$ACTOR$;$ACTOR$.;$ACTOR$;$ACTOR$;;;;;;x
WETRADEAG_4;We will supply them with $ACT_TRADE$ per day in exchange for $REC_TRADE$ per day.;Nous les fournirons en $ACT_TRADE$ par jour en échange de $REC_TRADE$ par jour.;Wir liefern $ACT_TRADE$ pro Tag und erhalten dafür $REC_TRADE$ täglich.;;Les suministraremos $ACT_TRADE$ al día a cambio de $REC_TRADE$ al día.;;;;;;;;;x
WETRADEAG_5;*;*;*;*;*;*;*;;;;;;;x
WETRADEAG_6;*;*;*;*;*;*;*;;;;;;;x
WETRADEAG_LOG;We have accepted the Trade Agreement with $ACTOR$.;$ACTOR$ : Nous avons accepté un accord commercial avec $ACTOR$.;Wir haben das Handelsabkommen mit $ACTOR$ akzeptiert.;Podpisaliœmy umowê handlow¹ z $ACTOR$.;Hemos aceptado el acuerdo comercial con $ACTOR$.;Abbiamo accettato di siglare un accordo commerciale con: $ACTOR$.;Elfogadtuk a kereskedelmi egyezményt a következõvel: $ACTOR$.;Nyní máme obchodní dohodu s $ACTOR$.;;;;;;x
WETRADEAG_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WETRADEAG_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WETRADEAG_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WETRADEAG_MAP;*;*;*;*;*;*;*;;;;;;;x
DETRAWITHUSBAD_SETUP;When another nation declines our Trade Agreement proposal;Lorsqu'une autre nation décline notre proposition d'accord commercial;Wenn ein anderes Land unseren Vorschlag für ein Handelsabkommen zurückweist;Kiedy jakieœ pañstwo odmawia podpisania z nami umowy handlowej ;Otra nación rehúsa nuestra propuesta de acuerdo comercial.;Quando una nazione respinge la nostra proposta di accordo commerciale;Mikor egy másik nemzet elutasítja a mi kereskedelmi egyezmény benyújtásunkat;Když jiný národ odmítne naši obchodní nabídku;;;;;;x
DETRAWITHUSBAD_HEADER;Ambassador from;L'ambassadeur de;Botschafter aus;;El embajador de;;;;;;;;;x
DETRAWITHUSBAD_1;$foreign_minister$ reports;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa que;;;;;;;;;x
DETRAWITHUSBAD_2;$MONARCHTITLE$, we are sorry to inform you that $RECIPIENT$;$MONARCHTITLE$, nous sommes au regret d'avoir à vous informer que $RECIPIENT$;$MONARCHTITLE$, es gibt leider schlechte Neuigkeiten von $RECIPIENT$:;Przykro nam poinformowaæ ciê, ¿e pañstwo $RECIPIENT$;$MONARCHTITLE$, lamentamos informarle que $RECIPIENT$ ha;$MONARCHTITLE$, siamo spiacenti di comunicare che: $RECIPIENT$;Sajnáljuk, hogy ezt kell közölnünk:;$MONARCHTITLE$, byli jsme, bohužel, informováni, že $RECIPIENT$;;;;;;x
DETRAWITHUSBAD_3;Declined the Trade Agreement;a décliné l'accord commercial;Ablehnung des Handelsabkommens;odmawia podpisania z nami umowy handlowej;Rechazado el acuerdo comercial;respinge l'accordo commerciale;A kereskedelmi egyezményre tett ajánlatukat;odmítl obchodní dohodu;;;;;;x
DETRAWITHUSBAD_4;that we proposed.;proposé.;mit uns.;któr¹ zaproponowaliœmy.;que propusimos.;con noi.;visszautasítottuk.;, kterou jsme navrhli.;;;;;;x
DETRAWITHUSBAD_5;*;*;*;*;*;*;*;;;;;;;x
DETRAWITHUSBAD_6;*;*;*;*;*;*;*;;;;;;;x
DETRAWITHUSBAD_LOG;$RECIPIENT$ declined our Trade Agreement proposal.;$RECIPIENT$ : ce pays a décliné notre proposition d'accord commercial.;$RECIPIENT$ wies unseren Vorschlag für ein Handelsabkommen zurück.;Pañstwo $RECIPIENT$ odmawia podpisania z nami umowy handlowej.;$RECIPIENT$ ha rehusado nuestra propuesta de acuerdo comercial.;$RECIPIENT$ ha respinto la nostra proposta di accordo commerciale.;$RECIPIENT$ elutasította a kereskedelmi egyezmény javaslatunkat.;$RECIPIENT$ odmítl naši obchodní nabídku.;;;;;;x
DETRAWITHUSBAD_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DETRAWITHUSBAD_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DETRAWITHUSBAD_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
DETRAWITHUSBAD_MAP;*;*;*;*;*;*;*;;;;;;;x
DETRAWITHOTHER_SETUP;When another nation declines a Trade Agreement proposal from a third nation;Quand une autre nation décline un accord commercial avec un pays tiers.;Wenn ein anderes Land einen Vorschlag für ein Handelsabkommen mit einem dritten Land zurückweist;Kiedy jedno z pañstw odmawia podpisania umowy handlowej z pañstwem trzecim;Cuando otra nación declina un acuerdo comercial con una tercera.;Quando una nazione respinge la proposta di accordo commerciale con un'altra;Mikor a másik nemzet elutasítja egy harmadik féllel szemben a kereskedelmi egyezmény ajánlatát;Když jiný národ odmítne obchodní nabídku tøetí strany;;;;;;x
DETRAWITHOTHER_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa que;;;;;;;;;x
DETRAWITHOTHER_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;;;;;x
DETRAWITHOTHER_2;$MONARCHTITLE$, $RECIPIENT$;$MONARCHTITLE$, $RECIPIENT$;$MONARCHTITLE$, $RECIPIENT$;Pañstwo $RECIPIENT$;$MONARCHTITLE$, $RECIPIENT$;$MONARCHTITLE$, $RECIPIENT$;$RECIPIENT$;$MONARCHTITLE$, $RECIPIENT$;;;;;;x
DETRAWITHOTHER_3;has declined a Trade Agreement with;a refusé un accord commercial avec;hat ein Handelsabkommen mit;odmawia podpisania umowy handlowej z;ha rechazado un acuerdo comercial con;ha respinto la proposta di accordo commerciale;elutasította a kereskedelmi egyezményt;odmítl obchodní nabídku od;;;;;;x
DETRAWITHOTHER_4;$ACTOR$;$ACTOR$.;mit $ACTOR$ zurückgewiesen.;z $ACTOR$.;$ACTOR$;di: $ACTOR$.;vele: $ACTOR$;$ACTOR$;;;;;;x
DETRAWITHOTHER_5;*;*;*;*;*;*;*;;;;;;;x
DETRAWITHOTHER_6;*;*;*;*;*;*;*;;;;;;;x
DETRAWITHOTHER_LOG;$RECIPIENT$ declined a Trade Agreement with $ACTOR$.;$RECIPIENT$ : ce pays a refusé un accord commercial avec : $ACTOR$.;$RECIPIENT$ hat ein Handelsabkommen mit $ACTOR$ zurückgewiesen.;Pañstwo $RECIPIENT$ odrzuca propozycjê podpisania umowy handlowej z $ACTOR$.;$RECIPIENT$ declinó un acuerdo comercial con $ACTOR$.;$RECIPIENT$ ha respinto la proposta di accordo commerciale di: $ACTOR$.;$RECIPIENT$ elutasította a kereskedelmi egyezményt vele szemben: $ACTOR$.;$RECIPIENT$ odmítl obchodní nabídku od $ACTOR$.;;;;;;x
DETRAWITHOTHER_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DETRAWITHOTHER_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DETRAWITHOTHER_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WEDETRA_SETUP;When we decline a Trade Agreement proposal;Quand nous refusons une offre d'accord commercial;Wenn wir einen Vorschlag für ein Handelsabkommen zurückweisen;Kiedy odrzucamy propozycjê podpisania umowy handlowej;Cuando declinamos una propuesta de acuerdo comercial.;Quando respingiamo una proposta di accordo commerciale;*;Když odmítneme obchodní nabídku;;;;;;x
WEDETRA_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x
WEDETRA_1;Trade Agreement!;Accord commercial!;Handelsabkommen!;Umowa handlowa!;¡Acuerdo comercial!;Accordo commerciale!;Kereskedelmi egyezmény!;Obchodní dohoda!;;;;;;x
WEDETRA_2;$MONARCHTITLE$;$MONARCHTITLE$,;$MONARCHTITLE$,;*;$MONARCHTITLE$,;$MONARCHTITLE$;Vezérem,;$MONARCHTITLE$;;;;;;x
WEDETRA_3;we have naturally declined the presumptuous Trade Agreement;nous avons bien entendu décliné l'offre d'accord commercial présomptueuse;natürlich verweigerten wir uns dem vermessenen Handelsabkommen,;Naturalnie odmówiliœmy zgody na tê niebywale bezczeln¹ propozycjê podpisania umowy handlowej,;Naturalmente, hemos declinado el presuntuoso acuerdo comercial;ovviamente abbiamo respinto l'arrogante proposta di accordo commerciale;természetes, hogy visszautasítjuk az arrogáns kereskedelmi egyezményt;odmítli jsme, pochopitelnì, troufalou obchodní nabídku,;;;;;;x
WEDETRA_4; suggested by the upstarts from;suggérée par les faquins représentant; unterbreitet von den Emporkömmlingen aus;, któr¹ z³o¿yli nam ci parweniusze z; sugerido por los advenedizos de; avanzata da quei villici di:; sugallja a feltörekvõ;kterou vznesli;;;;;;x
WEDETRA_5;$ACTORS$;$ACTORS$;$ACTORS$;$ACTORS$.;$ACTORS$;$ACTORS$.;$ACTORS$;$ACTORS$;;;;;;x
WEDETRA_6;We do hope they will learn their place soon;Nous espérons qu'ils seront bientôt remis à leur place.;Wir hoffen, dass sie sich bald in ihre Rolle fügen werden;Miejmy nadziejê, ¿e wkrótce naucz¹ siê, gdzie ich miejsce.;Esperamos que aprendan pronto cuál es su sitio.;Ci auguriamo che imparino presto a stare al loro posto.;Reméljük, hogy hamarosan megtanulják, hogy hol a helyük;Doufáme, že brzy pochopí, kde je jejich místo;;;;;;x
WEDETRA_LOG;We have declined a Trade Agreement with $ACTOR$.;$ACTOR$ : Nous avons refusé un accord commercial avec ce pays.;Wir haben ein Handelsabkommen mit $ACTOR$ zurückgewiesen.;Odmówiliœmy zawarcia umowy handlowej z $ACTOR$.;Hemos declinado un acuerdo comercial con $ACTOR$.;Abbiamo respinto la proposta di accordo commerciale di: $ACTOR$.;Elutasítjuk a kereskedelmi szerzõdést velük szemben: $ACTOR$.;Odmítli jsme obchodní nabídku od $ACTOR$.;;;;;;x
WEDETRA_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEDETRA_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEDETRA_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WEDETRA_MAP;*;*;*;*;*;*;*;;;;;;;x
