BUYLICENCEDESC;Request to build a number of units developed by another country.;Demandez à construire un certain nombre d'unités développées par un autre pays.;Bau einer Anzahl von Einheiten beantragen, die von einem anderen Land entwickelt wurden.;;Solicitar construir una serie de unidades desarrolladas por otro país.;;;;;;;;;x
SELLLICENCETITLE;Sell Production Licence;Vendre une licence de production;Baulizenz verkaufen;;Vender licencia de producción;;;;;;;;;x
SELLLICENCENEWDESC;Do you wish to offer a production licence for §Y$RUNS$§W production runs of §Y$NUM$§W §Y$TYPE$§W?\nWe will agree to pay §Y$PAY$§W.;Souhaitez-vous proposer une licence de production pour §Y$RUNS$§W séries de §Y$NUM$§W §Y$TYPE$§W ?\nNous sommes prêts à payer §Y$PAY$§W.;Möchten Sie eine Baulizenz für §Y$RUNS$§W Parallelbauten von §Y$NUM$§W §Y$TYPE$§W anbieten?\nWir zahlen dafür §Y$PAY$§W.;;¿Quieres ofrecer una licencia de producción por §Y$RUNS$§W por un valor de producción de §Y$NUM$§W §Y$TYPE$§W?\nAccedemos a pagar §Y$PAY$§W.;;;;;;;;;x
SELLLICENCEDESC;Request to build a number of units developed by another country.;Demandez à construire un certain nombre d'unités développées par un autre pays.;Bau einer Anzahl von Einheiten beantragen, die von einem anderen Land entwickelt wurden.;;Solicitar la construcción de una serie de unidades desarrolladas por otro país.;;;;;;;;;x
BUYLICENCENONE;Select a unit to build on licence.;Choisissez une unité à construire sous licence.;Einheit auswählen, die unter Lizenz gebaut werden soll.;;Seleccionar una unidad para construir una licencia.;;;;;;;;;x
ASKBUYLICENCEREQDESC;§Y$ACTOR$§W is requesting our permission and technical expertise in producing §Y$NUM$§W units of $TYPE$§W\nFor this they are willing to pay us §Y$CASH$§W.;§Y$ACTOR$§W demande notre autorisation et une expertise technique pour la production de §Y$NUM$§W unités de $TYPE$§W\nIls sont d'accord pour nous payer §Y$CASH$§W.;§Y$ACTOR$§W fordert unsere Erlaubnis und technische Expertise für den Bau von §Y$NUM$§W Einheiten des Typs $TYPE$§W an. \nHierfür wollen sie uns §Y$CASH$§W zahlen.;;§Y$ACTOR$§W solicita nuestro permiso y conocimiento técnico para producir §Y$NUM$§W unidades de $TYPE$§W\nA cambio, están dispuestos a pagarnos §Y$CASH$§W.;;;;;;;;;x
BUYLICENCE_MPCOST;We lack the $COST$ necessary manpower;Il nous manque les $COST$ de main d'œuvre nécessaires;Wir haben nicht die nötige $COST$ Mannstärke;;Nos faltan $COST$ de recursos humanos;;;;;;;;;x
ALLOWDEBTTITLE;Allow Debt;Permettre un endettement;Verschuldung erlauben;;Permitir deuda;;;;;;;;;x
REVOKEDEBTTITLE;Revoke Debt;Révoquer la dette;Verschuldung zurücknehmen;;Revocar deuda;;;;;;;;;x
ALLOWDEBTDESC_BAD;Allow the nation to accumulate debt during wartime when trading with you.;Permettez à un pays de s'endetter pendant la guerre, lorsqu'il commerce avec vous.;Der Nation in Kriegszeiten beim Handel mit Ihnen steigende Verschuldung erlauben.;;Permitir que la nación acumule deuda durante el tiempo de guerra cuando comercie contigo.;;;;;;;;;x
REVOKEDEBTDESC;No longer allow the nation to go into debt when trading with you during wartime.;Ne permettez plus à un pays de s'endetter quand il commerce avec vous.;Der Nation beim Handel mit Ihnen keine weitere Verschuldung erlauben.;;No permitir a la nación por más tiempo que se endeude cuando comercie contigo.;;;;;;;;;x
ALLOWDEBTNEWDESC;Do you wish to request permission to accumulate debt when trading with the §Y$NAME$§W? \n This will allow us to trade at a deficit during wartime, a debt that will be repaid over §Y$YEAR$§W years when peace resumes.\nThis action will cost us §Y$COST$§W influence points.;Souhaitez-vous demander l'autorisation de vous endetter quand vous commercez avec §Y$NAME$§W ?\nCela nous permettra de commercer à perte durant la guerre, une dette qui sera payée sur §Y$YEAR$§W ans, en période de paix. Cela nous coûtera §Y$COST$§W points;Möchten Sie um Erlaubnis bitten,  beim Handel mit §Y$NAME$§W Schulden zu machen? \n Hierdurch können wir in Kriegszeiten mit einem Handelsdefizit handeln, einer Verschuldung, die nach dem Kriegsende über §Y$YEAR$§W Jahre hinweg abgezahlt wird.\nDiese Handlung wird uns §Y$COST$§W Einflusspunkte kosten.;;¿Quieres solicitar permiso para acumular deuda cuando comercies con §Y$NAME$§W? \n Esto nos permitirá comerciar con déficit durante tiempos de guerra, una deuda que se devolverá en §Y$YEAR$§W años cuando se imponga la paz.\nEsta acción nos costará §Y$COST$§W puntos de influencia.;;;;;;;;;x,,,,,,,,,,,,,,,
REVOKEDEBTNEWDESC;Do you wish revoke §Y$NAME$§W's permission to accumulated debt in their dealings with us?\nThis action will cost us §Y$COST$§W influence points.;Souhaitez-vous révoquer la permission accordée à §Y$NAME$§W de s'endetter en commerçant avec nous ?\nCette action nous coûtera §Y$COST$§W points d'influence.;Möchten Sie §Y$NAME$§Ws die Erlaubnis für steigende Verschuldung in ihren Geschäften mit uns entziehen?\nDiese Handlung wird uns §Y$COST$§W Einflusspunkte kosten.;;¿Quieres revocar a §Y$NAME$§Ws el permiso para acumular deuda en sus tratos con nosotros?\nEsta acción nos costará §Y$COST$§W puntos de influencia.;;;;;;;;;x
ASKDEBTREQDESC;§Y$ACTOR$§W is requesting to be allowed to run a debt when trading with us.\nThis means that when they trade with us during wartime, we do not get paid in cash but instead they will owe us. The debt will be paid over time after the war.\nShould we allow them this?;§Y$ACTOR$§W demande de pouvoir s'endetter en commerçant avec nous.\nCela veut dire que lorsqu'ils commercent avec nous en temps de guerre, nous ne sommes pas payés comptant. La dette sera payée, au cours des ans, après la guerre.\nDevrions-nous le leur pe;§Y$ACTOR$§W bittet um Erlaubnis, beim Handel mit uns Schulden zu machen.\nDies bedeutet, dass wir für unsere Geschäfte mit ihnen während Kriegszeiten nicht bezahlt werden, sondern sie uns das Geld schulden. Diese Schulden werden nach dem Krieg nach und nach abbezahlt.\nSollen wir ihnen das erlauben?;;§Y$ACTOR$§W solicita que le permitamos contraer una deuda cuando comercie con nosotros.\nEsto significa que si comercia con nosotros en tiempos de guerra, no nos pagarán en efectivo sino que nos lo deberán. La deuda se pagará, con el tiempo, después de la guerra.\n¿Deberíamos permitírselo?;;;;;;;;;x,,,,,,,,,,,,,,,
PEACEDESC;Offer peace with minimal border adjustments.;Faites une offre de paix avec un ajustement minimal des frontières.;Frieden mit minimalen Grenzänderungen anbieten.;;Ofrecer paz con ajustes de frontera mínimos.;;;;;;;;;x
PEACETITLE;Peace;Paix;Frieden;;Paz;;;;;;;;;x
PEACENEWDESC;Do you wish to request peace with $COUNTRY$. $SELF$?\nIf they accept, the war will end. $RESULT$;Souhaitez-vous demander la paix à $COUNTRY$. $SELF$ ?\nS'ils acceptent, la guerre sera finie. $RESULT$;Möchten Sie $COUNTRY$ um Frieden bitten, $SELF$?\nWenn sie annehmen, endet der Krieg. $RESULT$;;¿Quieres solicitar la paz a $COUNTRY$? $SELF$?\nSi aceptan, será el fin de la guerra. $RESULT$;;;;;;;;;x,,,,,,,,,,,,,,,
PEACENEWALLY;They are negotiating for their allies.;Ils négocient pour leurs alliés.;Sie verhandeln für ihre Verbündeten;;Están negociando para sus aliados.;;;;;;;;;x
PEACESELF;They are negotiating for themselves.;Ils négocient pour eux-mêmes.;Sie verhandeln für sich selbst;;Están negociando para sí mismos.;;;;;;;;;x
PEACENEWWITHE;All territory will revert to its prewar owner.;Tout le territoire retournera à son propriétaire d'avant-guerre.;Alle Gebiete gehen an ihre ursprünglichen Eignertümer zurück.;;Todo el territorio volverá a estar en manos de quien lo poseía antes de la guerra.;;;;;;;;;x
PEACENEWPROVUS;§Y$NATION$§W will cede §R;§Y$NATION$§W céderont §R;§Y$NATION$§W tritt §R ab;;§Y$NATION$§W cederá §R;;;;;;;;;x
PEACENEWPROVTHEM;§Y$NATION$§W will cede §G;§Y$NATION$§W céderont §G;§Y$NATION$§W tritt §G an ;;§Y$NATION$§W cederá §G;;;;;;;;;x
PEACETO;to §Y$REC$§W;à §Y$REC$§W;§Y$REC$§W ab;;a §Y$REC$§W;;;;;;;;;x
PEACENONE;no provinces;pas de province;keine Provinzen;;no hay provincias;;;;;;;;;x
PEACEREQDESC;$COUNTRY$ is requesting an end to hostilities. If we accept, the war will end.\n$RESULT$\nDo you wish to accept their offer?;$COUNTRY$ demande la fin des hostilités. Si nous acceptons, la guerre sera finie.\n$RESULT$\nSouhaitez-vous accepter leur offre ?;$COUNTRY$ fordert ein Ende der Feindseligkeiten. Wenn wir akzeptieren, endet der Krieg.\n$RESULT$\nMöchten Sie hr Angebot annehmen?;;$COUNTRY$ solicita poner fin a las hostilidades. Si aceptamos, la guerra acabará.\n$RESULT$\n¿Quieres aceptar su oferta?;;;;;;;;;x,,,,,,,,,,,,,,,
CONV_AT_TRADE; $CONV$ would be responsible for the convoy needed for this trade.;$CONV$ serait responsable pour le convoi nécessaire.; $CONV$ wäre verantwortlich für den erforderlichen Konvoi.;; $CONV$ sería responsable del convoy que necesitamos.;;;;;;;;;x
TRADENO_PORTS;You cannot initiate overseas trading without both partners having a port to ship it through.;Vous ne pouvez pas faire de commerce maritime si chacune des parties ne dispose pas d'un port pour livrer les marchandises.;Sie können keinen Überseehandel betreiben, wenn nicht beide teilnehmenden Länder einen Hafen haben.;;No puedes realizar comercio exterior si ambas partes no disponen de un puerto en el que los barcos atraquen.;;;;;;;;;x
PEACE_NOT_LEADER;You can only negotiate with the leader of your enemy;Vous ne pouvez négocier qu'avec le leader de votre ennemi;Sie können nur mit dem feindlichen Anführer verhandeln;;Solo puedes negociar con el líder de tu enemigo;;;;;;;;;x
PEACE_FACTION;You are both in factions, and factions fight until they surrender;Vous êtes tous les deux dans une faction, les factions combattent jusqu'à la capitulation;Sie sind beide Mitglieder von Fraktionen. Fraktionen kämpfen bis zur Kapitulation;;Ambos estáis en facciones y las facciones luchan hasta rendirse;;;;;;;;;x,,,,,,,,,,,,,,,
STOPNFLDESC;Stop Improving relations with nation.;Cesser d'améliorer les relations avec un pays.;Beziehungsverbesserungen mit dem Land beenden.;;Dejar de mejorar las relaciones con esa nación.;;;;;;;;;x
UNLIMITED;Unlimited;Illimité;Unbeschränkt;;ILIMITADO;;;;;;;;;x
STOPINFLTITLE;Stop influencing nation;Cesser d'influencer un pays;Einfluss auf das Land beenden;;Dejar de influenciar a la nación;;;;;;;;;x
STOPINFLNEWDESC;Do you wish to stop exerting influence on $RECIPIENT$?;Souhaitez-vous cesser d'exercer une influence sur $RECIPIENT$ ?;Möchten Sie den Einfluss auf $RECIPIENT$ beenden?;;¿Quieres dejar de ejercer influencia sobre $RECIPIENT$?;;;;;;;;;x
STOPINFLDESC;Stop improving relations with nation.;Cesser l'amélioration des relations avec un pays.;Beziehungsverbesserungen mit dem Land beenden.;;Cesar de mejorar relaciones con la nación.;;;;;;;;;x
INFLUENCING_WITH;Influencing;Influence;Beeinflussen;;Influenciar;;;;;;;;;x
ICON_LICENCE;Production Licence Inquiry;Requête de licence de production;Anfrage nach Baulizenz;;Investigación de licencia de producción;;;;;;;;;x
WARNE_THREAT;Mutual Threat is §Y$VAL$§W.\n;La menace réciproque est §Y$VAL$§W.\n;Gemeinsame Bedrohung: §Y$VAL$§W.\n;;La amenaza mutua es §Y$VAL$§W.\n;;;;;;;;;x
WARNE_CLAIMS;Territorial Claims: §G+$VAL$§W.\n;Revendications territoriales : §G+$VAL$§W.\n;Gebietsansprüche: §G+$VAL$§W.\n;;Reivindicaciones territoriales: §G+$VAL$§W.\n;;;;;;;;;x
WARNE_CONTINENT;Different Continent: §R-$VAL$§W.\n;Autre continent : §R-$VAL$§W.\n;Unterschiedlicher Kontinent: §R-$VAL$§W.\n;;Continente diferente: §R-$VAL$§W.\n;;;;;;;;;x
WARNE_FACTION;Member of $NAME$ : $VAL$§W.\n;Membre de $NAME$ : $VAL$§W.\n;Mitglied von $NAME$ : $VAL$§W.\n;;Miembro de $NAME$ : $VAL$§W.\n;;;;;;;;;x
ICON_ALLIANCE;An §Yalliance§W offer;Une offre d'§Yalliance§W;Ein §YBündnis§W-Angebot;Propozycja §Ysojuszu§W;Una oferta de §Yalliance§W;Un'offerta di §Yalleanza§W;§YSzövetségi§W ajánlat;Nabídka §Yaliance§W;;;;;;x
ICON_ASKMIL;A request for §YMilitary Access§W;Une requête d'§Yaccès militaire§W;Eine Anfrage nach §YMilitärzugang§W;Proœba o mo¿liwoœæ §Yprzemarszu§W;Una solicitud de §YMilitary Access§W;Una richiesta di §Yaccesso militare§W;§YKatonai hozzáférés§W kérése;Požadavek na §Yvojenský pøístup§W;;;;;;x
ICON_OFFACC;An offer of §YMilitary Access§W;Une offre d'§Yaccès militaire§W;Ein Angebot für §YMilitärzugang§W;Oferta §Yprzemarszu wojsk§W;Una oferta de §YMilitary Access§W;Un'offerta di §Yaccesso militare§W;§YKatonai hozzáférés§W felajánlása;Nabídka §Yvojenského pøístupu§W;;;;;;x
ICON_CALLALLY;A §YCall to arms from one of our allies§W;Un §Yappel aux armes d'un de nos alliés§W;Ein §YRuf zu den Waffen von einem unserer Bündnispartner§W;§YWezwanie do walki od jednego z naszych sojuszników§W;Una §YCall to arms from one of our allies§W;Una §YChiamata alle armi da uno dei nostri alleati§W;§YFegyverbe hívás§W az egyik szövetségesünktõl;§YVolání do zbranì od jednoho z našich spojencù§W;;;;;;x
ICON_TRADE;A §YTrade Offer§W;A §YProposition d'accord commercial§W;Ein §YHandelsangebot§W;;Una §YTrade Offer§W;;;;;;;;;x
