province;red;green;blue;x;x
9090;9;6;45;Mexicali;x
9091;51;9;173;Puerto Peñasco;x
9092;93;12;46;Nogales;x
9093;135;15;174;El Paso;x
9094;177;18;47;Midland;x
9095;9;21;175;Fort Worth;x
9096;51;24;48;Hugo;x
9097;93;27;176;Hot Springs;x
9098;135;30;49;Clarksville;x
9099;177;33;177;Knoxville;x
9100;9;36;50;;x
9101;51;39;178;Yengejeh;x
9102;93;42;51;Ardabil;x
9103;135;45;179;Chalus;x
9104;177;48;52;Gorgan;x
9105;9;51;180;Sabzevar;x
9106;51;54;53;;x
9107;93;57;181;;x
9108;135;60;54;;x
9109;177;63;182;;x
9110;9;66;55;;x
9111;51;69;183;;x
9112;93;72;56;;x
9113;135;75;184;;x
9114;177;78;57;;x
9115;9;81;185;;x
9116;51;84;58;Altar;x
9117;93;87;186;Magdalena;x
9118;135;90;59;AguaPrieta;x
9119;177;93;187;Orla;x
9120;9;96;60;Winters;x
9121;51;99;188;Dallas;x
9122;93;102;61;Texarkana;x
9123;135;105;189;Nashville;x
9124;177;108;62;Asheville;x
9125;9;111;190;Dayr az Zawr;x
9126;51;114;63;Saqqez;x
9127;93;117;191;Zanjan;x
9128;135;120;64;Qazvin;x
9129;177;123;192;Sari;x
9130;9;126;65;Mayamey;x
9131;51;129;193;Mashhad;x
9132;93;132;66;;x
9133;135;135;194;;x
9134;177;138;67;;x
9135;9;141;195;;x
9136;51;144;68;Murghob;x
9137;93;147;196;;x
9138;135;150;69;;x
9139;177;153;197;;x
9140;9;156;70;;x
9141;51;159;198;;x
9142;93;162;71;Xining;x
9143;135;165;199;Yinchuan;x
9144;177;168;72;San Felipe;x
9145;9;171;200;Caborca;x
9146;51;174;73;Arizpe;x
9147;93;177;201;Ciudad-Juárez;x
9148;135;180;74;Crane;x
9149;177;183;202;Hico;x
9150;9;186;75;Tyler;x
9151;51;189;203;Shreveport;x
9152;93;192;76;Tupelo;x
9153;135;195;204;Chattanooga;x
9154;177;198;77;Sétif;x
9155;9;201;205;Kirkuk;x
9156;51;204;78;Sanandaj;x
9157;93;207;206;Abhar;x
9158;135;210;79;Tehran;x
9159;177;0;207;Emamrud;x
9160;9;3;80;;x
9161;51;6;208;Kashmar;x
9162;93;9;81;;x
9163;135;12;209;;x
9164;177;15;82;;x
9165;9;18;210;;x
9166;51;21;83;;x
9167;93;24;211;;x
9168;135;27;84;;x
9169;177;30;212;;x
9170;9;33;85;;x
9171;51;36;213;Lanzhou;x
9172;93;39;86;San Fernando;x
9173;135;42;214;Huépac;x
9174;177;45;87;Nátora;x
9175;9;48;215;Marfa;x
9176;51;51;88;San Angelo;x
9177;93;54;216;Waco;x
9178;135;57;89;Henderson;x
9179;177;60;217;El Bayadh;x
9180;9;63;90;Sidi Khaled;x
9181;51;66;218;Touggourt;x
9182;93;69;91;Al Hadithah;x
9183;135;72;219;Paveh;x
9184;177;75;92;Kermanshah;x
9185;9;78;220;Oom;x
9186;51;81;93;Semnan;x
9187;93;84;221;Diz Chah;x
9188;135;87;94;;x
9189;177;90;222;;x
9190;9;93;95;;x
9191;51;96;223;;x
9192;93;99;96;;x
9193;135;102;224;Chilas;x
9194;177;105;97;;x
9195;9;108;225;;x
9196;51;111;98;;x
9197;93;114;226;;x
9198;135;117;99;;x
9199;177;120;227;;x
9200;9;123;0;;x
9201;51;126;128;Guide;x
9202;93;129;1;Guyuan;x
9203;135;132;129;Hermosillo;x
9204;177;135;2;San Pedro de la Cueva;x
9205;9;138;130;Ignacio Zaragosa;x
9206;51;141;3;Sanderson;x
9207;93;144;131;Killeen;x
9208;135;147;4;Hilsboro;x
9209;177;150;132;Grand Erg Occidental;x
9210;9;153;5;Oued el Fahl;x
9211;51;156;133;Guerara;x
9212;93;159;6;El Oued;x
9213;135;162;134;Baghdad;x
9214;177;165;7;;x
9215;9;168;135;Hamadan;x
9216;51;171;8;Kashan;x
9217;93;174;136;Torud;x
9218;135;177;9;;x
9219;177;180;137;;x
9220;9;183;10;;x
9221;51;186;138;;x
9222;93;189;11;;x
9223;135;192;139;;x
9224;177;195;12;;x
9225;9;198;140;;x
9226;51;201;13;;x
9227;93;204;141;;x
9228;135;207;14;;x
9229;177;210;142;;x
9230;9;0;15;;x
9231;51;3;143;;x
9232;93;6;16;;x
9233;135;9;144;Weiyuan;x
9234;177;12;17;Xianyang;x
9235;9;15;145;Santa Rosalia;x
9236;51;18;18;Guaymas;x
9237;93;21;146;Yécora;x
9238;135;24;19;Ojinaga;x
9239;177;27;147;Rocksprings;x
9240;9;30;20;Kileen;x
9241;51;33;148;Béchar;x
9242;93;36;21;Taghit;x
9243;135;39;149;El Goléa;x
9244;177;42;22;Oued Metlili;x
9245;9;45;150;Ouargla;x
9246;51;48;23;Ar Rutbah;x
9247;93;51;151;Ilam;x
9248;135;54;24;Kuhdasht;x
9249;177;57;152;Arak;x
9250;9;60;25;Anarak;x
9251;51;63;153;;x
9252;93;66;26;;x
9253;135;69;154;;x
9254;177;72;27;;x
9255;9;75;155;;x
9256;51;78;28;;x
9257;93;81;156;Rawalpindi;x
9258;135;84;29;;x
9259;177;87;157;;x
9260;9;90;30;;x
9261;51;93;158;;x
9262;93;96;31;;x
9263;135;99;159;;x
9264;177;102;32;;x
9265;9;105;160;Xiahe;x
9266;51;108;33;Tianshui;x
9267;93;111;161;Alamos;x
9268;135;114;34;Chihuahua;x
9269;177;117;162;Ciudad Acuña;x
9270;9;120;35;Burnet;x
9271;51;123;163;Waco;x
9272;93;126;36;Taouz;x
9273;135;129;164;Guerzim;x
9274;177;132;37;El Homr;x
9275;9;135;165;Oued Mya;x
9276;51;138;38;Tinrhert;x
9277;93;141;166;Hassi Messaoud;x
9278;135;144;39;Badiyat ash Sham;x
9279;177;147;167;An Najaf;x
9280;9;150;40;Al 'Amarah;x
9281;51;153;168;Dezful;x
9282;93;156;41;Esfahan;x
9283;135;159;169;Shurab;x
9284;177;162;42;;x
9285;9;165;170;;x
9286;51;168;43;;x
9287;93;171;171;;x
9288;135;174;44;;x
9289;177;177;172;;x
9290;9;180;45;;x
9291;51;183;173;;x
9292;93;186;46;;x
9293;135;189;174;;x
9294;177;192;47;;x
9295;9;195;175;Zhugqu;x
9296;51;198;48;Ankang;x
9297;93;201;176;Loreto;x
9298;135;204;49;Uruáchic;x
9299;177;207;177;Valerio;x
9300;9;210;50;Piedras Negras;x
9301;51;0;178;Austin;x
9302;93;3;51;Er Raoui;x
9303;135;6;179;Timoudi;x
9304;177;9;52;Tademaït;x
9305;9;12;180;Aguemour;x
9306;51;15;53;Hassi Bel Guebbour;x
9307;93;18;181;Daraj;x
9308;135;21;54;Magar  an Na'am;x
9309;177;24;182;An Nasiriyah;x
9310;9;27;55;Susangerd;x
9311;51;30;183;Shahr-e Kord;x
9312;93;33;56;Qomsheh;x
9313;135;36;184;Pudanu;x
9314;177;39;57;;x
9315;9;42;185;;x
9316;51;45;58;;x
9317;93;48;186;;x
9318;135;51;59;;x
9319;177;54;187;Srinagar;x
9320;9;57;60;;x
9321;51;60;188;;x
9322;93;63;61;;x
9323;135;66;189;;x
9324;177;69;62;Dagcanglhamo;x
9325;9;72;190;Nancheng;x
9326;51;75;63;Los Mochis;x
9327;93;78;191;San Juanito;x
9328;135;81;64;Ejido El Guaje;x
9329;177;84;192;San Antonio;x
9330;9;87;65;Foum Zguid;x
9331;51;90;193;Rebaa;x
9332;93;93;66;Al Hamadah al Hamra';x
9333;135;96;194;Al Jalamid;x
9334;177;99;67;Ash Shabakah;x
9335;9;102;195;Al Basrah;x
9336;51;105;68;Ahvaz;x
9337;93;108;196;Yasuj;x
9338;135;111;69;Yazd;x
9339;177;114;197;Kerman;x
9340;9;117;70;;x
9341;51;120;198;;x
9342;93;123;71;;x
9343;135;126;199;;x
9344;177;129;72;Lahore;x
9345;9;132;200;;x
9346;51;135;73;;x
9347;93;138;201;;x
9348;135;141;74;;x
9349;177;144;202;;x
9350;9;147;75;Dainkog;x
9351;51;150;203;Zhenjiangguan;x
9352;93;153;76;Kaixian;x
9353;135;156;204;Buenavista de Atascaderos;x
9354;177;159;77;Hidalgo del Parral;x
9355;9;162;205;Nuevo Laredo;x
9356;51;165;78;Victoria;x
9357;93;168;206;Tabelbala;x
9358;135;171;79;Tripolitania;x
9359;177;174;207;Hun;x
9360;9;177;80;As Sarir;x
9361;51;180;208;Ad Diffah;x
9362;93;183;81;Al Jawf;x
9363;135;186;209;Ar'ar;x
9364;177;189;82;Al Busayyah;x
9365;9;192;210;Abadan;x
9366;51;195;83;Behbehan;x
9367;93;198;211;Shiraz;x
9368;135;201;84;Sirjan;x
9369;177;204;212;;x
9370;9;207;85;;x
9371;51;210;213;;x
9372;93;0;86;;x
9373;135;3;214;;x
9374;177;6;87;;x
9375;9;9;215;;x
9376;51;12;88;;x
9377;93;15;216;;x
9378;135;18;89;;x
9379;177;21;217;;x
9380;9;24;90;;x
9381;51;27;218;Aba;x
9382;93;30;91;Pingchang;x
9383;135;33;219;Badong;x
9384;177;36;92;La Paz;x
9385;9;39;220;Culiacán;x
9386;51;42;93;Tepehuanes;x
9387;93;45;221;Monclova;x
9388;135;48;94;Hebbronville;x
9389;177;51;222;Tampa;x
9390;9;54;95;Tinfouchy;x
9391;51;57;223;Al Jufra;x
9392;93;60;96;Waddan;x
9393;135;63;224;Jabal Zaltan;x
9394;177;66;97;Siwa;x
9395;9;69;225;Sakakah;x
9396;51;72;98;Rafha;x
9397;93;75;226;Safwan;x
9398;135;78;99;Bushehr;x
9399;177;81;227;Estabhan;x
9400;9;84;0;;x
9401;51;87;128;;x
9402;93;90;1;;x
9403;135;93;129;;x
9404;177;96;2;;x
9405;9;99;130;Bikaner;x
9406;51;102;3;;x
9407;93;105;131;;x
9408;135;108;4;;x
9409;177;111;132;;x
9410;9;114;5;;x
9411;51;117;133;;x
9412;93;120;6;;x
9413;135;123;134;;x
9414;177;126;7;Rongbaca;x
9415;9;129;135;Hongyuan;x
9416;51;132;8;Wanxian;x
9417;93;135;136;Mazatlán;x
9418;135;138;9;El Palmito;x
9419;177;141;137;Monterrey;x
9420;9;144;10;Corpus Christi;x
9421;51;147;138;Tan-Tan;x
9422;93;150;11;Mabruk;x
9423;135;153;139;Great Sand Sea;x
9424;177;156;12;An Nafud;x
9425;9;159;140;Al Labbah;x
9426;51;162;13;Nisab;x
9427;93;165;141;Al Kawayt;x
9428;135;168;14;Jahrom;x
9429;177;171;142;Bandar-e 'Abbas;x
9430;9;174;15;;x
9431;51;177;143;;x
9432;93;180;16;;x
9433;135;183;144;;x
9434;177;186;17;;x
9435;9;189;145;;x
9436;51;192;18;;x
9437;93;195;146;;x
9438;135;198;19;;x
9439;177;201;147;;x
9440;9;204;20;;x
9441;51;207;148;;x
9442;93;210;21;;x
9443;135;0;149;;x
9444;177;3;22;Chengdu;x
9445;9;6;150;Nanchong;x
9446;51;9;23;Zhangjiajie;x
9447;93;12;151;El Salto;x
9448;135;15;24;Torreón;x
9449;177;18;152;Reynosa;x
9450;9;21;25;Cape Coral;x
9451;51;24;153;Tarfaya;x
9452;93;27;26;Erg Iguidi;x
9453;135;30;154;Al Haruj al Aswad;x
9454;177;33;27;As Sahra' al Lib;x
9455;9;36;155;Qasr Farafra;x
9456;51;39;28;Ad Dar al Hamra;x
9457;93;42;156;Jubbah;x
9458;135;45;29;Linah;x
9459;177;48;157;Al Haniyah;x
9460;9;51;30;Manifah;x
9461;51;54;158;Bandar-e Lengeh;x
9462;93;57;31;Minab;x
9463;135;60;159;;x
9464;177;63;32;;x
9465;9;66;160;;x
9466;51;69;33;;x
9467;93;72;161;Nagaur;x
9468;135;75;34;;x
9469;177;78;162;;x
9470;9;81;35;;x
9471;51;84;163;;x
9472;93;87;36;;x
9473;135;90;164;;x
9474;177;93;37;;x
9475;9;96;165;;x
9476;51;99;38;Zhongdian;x
9477;93;102;166;Leshan;x
9478;135;105;39;Chongqing;x
9479;177;108;167;Durrango;x
9480;9;111;40;Galeana;x
9481;51;114;168;Matamoros;x
9482;93;117;41;Laâyoune;x
9483;135;120;169;Yetti;x
9484;177;123;42;El Qasr;x
9485;9;126;170;Tayma;x
9486;51;129;43;Ha'il;x
9487;93;132;171;Irq al Mazhur;x
9488;135;135;44;Al Wari'ah;x
9489;177;138;172;Lamard;x
9490;9;141;45;Konarak;x
9491;51;144;173;;x
9492;93;147;46;;x
9493;135;150;174;;x
9494;177;153;47;Jodhpur;x
9495;9;156;175;;x
9496;51;159;48;;x
9497;93;162;176;;x
9498;135;165;49;;x
9499;177;168;177;;x
9500;9;171;50;Lushui;x
9501;51;174;178;Xichang;x
9502;93;177;51;Zunyi;x
9503;135;180;179;Escuinapa;x
9504;177;183;52;Zacatecas;x
9505;9;186;180;San Nicolás;x
9506;51;189;53;Canary Islands;x
9507;93;192;181;Haouza;x
9508;135;195;54;Abu Ballas;x
9509;177;198;182;Quseir;x
9510;9;201;55;Umm Lajj;x
9511;51;204;183;Jaharah;x
9512;93;207;56;Buraydah;x
9513;135;210;184;Hafar al Batin;x
9514;177;0;57;Al Jubayl;x
9515;9;3;185;Jask;x
9516;51;6;58;Chabahar;x
9517;93;9;186;Omara;x
9518;135;12;59;;x
9519;177;15;187;;x
9520;9;18;60;;x
9521;51;21;188;;x
9522;93;24;61;;x
9523;135;27;189;;x
9524;177;30;62;;x
9525;9;33;190;Tamanthi;x
9526;51;36;63;Mogaung;x
9527;93;39;191;Dali;x
9528;135;42;64;Zhaotong;x
9529;177;45;192;Tepic;x
9530;9;48;65;Ciudad Victoria;x
9531;51;51;193;Nueva Villa de Padilla;x
9532;93;54;66;Bir Lahmar;x
9533;135;57;194;Tiris Zemmour;x
9534;177;60;67;Ash-Shurayf;x
9535;9;63;195;As Sulaymi;x
9536;51;66;68;Az Zilfi;x
9537;93;69;196;Ash Shumlul;x
9538;135;72;69;Ad Dammam;x
9539;177;75;197;Gwadar;x
9540;9;78;70;;x
9541;51;81;198;Pali;x
9542;93;84;71;;x
9543;135;87;199;;x
9544;177;90;72;;x
9545;9;93;200;Imphal;x
9546;51;96;73;Mawhun;x
9547;93;99;201;Tengchong;x
9548;135;102;74;Chuxiong;x
9549;177;105;202;Aguascalientes;x
9550;9;108;75;Ciudad Mante;x
9551;51;111;203;Boujdour;x
9552;93;114;76;El Kâghet;x
9553;135;117;204;Al Madinah;x
9554;177;120;77;Dariyyah;x
9555;9;123;205;Al Majma'ah;x
9556;51;126;78;Hanidh;x
9557;93;129;206;Ad Dawhah;x
9558;135;132;79;;x
9559;177;135;207;;x
9560;9;138;80;;x
9561;51;141;208;;x
9562;93;144;81;Pinlebu;x
9563;135;147;209;Katha;x
9564;177;150;82;Yunxian;x
9565;9;153;210;Puerto Vallarta;x
9566;51;156;83;León;x
9567;93;159;211;Tampico;x
9568;135;162;84;Skaymat;x
9569;177;165;212;Galtat Zemmour;x
9570;9;168;85;Bârîs;x
9571;51;171;213;Bîr Shalatein;x
9572;93;174;86;Yanbu' al Bahr;x
9573;135;177;214;Madh adh Dhahab;x
9574;177;180;87;Nafy;x
9575;9;183;215;Rumah;x
9576;51;186;88;Al Hufuf;x
9577;93;189;216;Jebel Dhana;x
9578;135;192;89;Dubai;x
9579;177;195;217;;x
9580;9;198;90;;x
9581;51;201;218;;x
9582;93;204;91;;x
9583;135;207;219;Mogok;x
9584;177;210;92;Longling;x
9585;9;0;220;Zhenyuan;x
9586;51;3;93;Manzanillo;x
9587;93;6;221;Ciudad de Valles;x
9588;135;9;94;Poza Rica;x
9589;177;12;222;Mérida;x
9590;9;15;95;Fdérik;x
9591;51;18;223;Wadi Diib;x
9592;93;21;96;Mafrak;x
9593;135;24;224;Khabra al'Arn;x
9594;177;27;97;Al Barrah;x
9595;9;30;225;Khurays;x
9596;51;33;98;Silah;x
9597;93;36;226;Abu Zabi;x
9598;135;39;99;Masqat;x
9599;177;42;227;;x
9600;9;45;0;;x
9601;51;48;128;Chhindwara;x
9602;93;51;1;Namlan;x
9603;135;54;129;Lancaing;x
9604;177;57;2;Ciudad de México;x
9605;9;60;130;Tlaxcala;x
9606;51;63;3;Cancún;x
9607;93;66;131;Nouâdhibou;x
9608;135;69;4;Tazouikert;x
9609;177;72;132;Abu Simbel;x
9610;9;75;5;Halaib;x
9611;51;78;133;Makkah;x
9612;93;81;6;Afif;x
9613;135;84;134;Ar Riyad;x
9614;177;87;7;Haradh;x
9615;9;90;135;Al Mahakik;x
9616;51;93;8;Sunayah;x
9617;93;96;136;Sur;x
9618;135;99;9;Indore;x
9619;177;102;137;Harda;x
9620;9;105;10;Gondila;x
9621;51;108;138;Keng Hkam;x
9622;93;111;11;Colima;x
9623;135;114;139;Cuernavaca;x
9624;177;117;12;Veracruz;x
9625;9;120;140;Comalcalco;x
9626;51;123;13;Campeche;x
9627;93;126;141;Atâr;x
9628;135;129;14;Wadi al 'Allaqi;x
9629;177;132;142;Muhammad Qol;x
9630;9;135;15;Jiddah;x
9631;51;138;143;Ar Rawdah;x
9632;93;141;16;Nafud as Surrah;x
9633;135;144;144;Al-Kharj;x
9634;177;147;17;Sabkhat al Budu;x
9635;9;150;145;Al Mihrad;x
9636;51;153;18;Manah;x
9637;93;156;146;Nadurbar;x
9638;135;159;19;Khandwa;x
9639;177;162;147;Nagpur;x
9640;9;165;20;Taunggyi;x
9641;51;168;148;Petatlán;x
9642;93;171;21;Puebla;x
9643;135;174;149;Coatzacoalcos;x
9644;177;177;22;Ciudad del Carmen;x
9645;9;180;150;Belmopan;x
9646;51;183;23;Châmi;x
9647;93;186;151;Akasha;x
9648;135;189;24;Wadi Oko;x
9649;177;192;152;Al Lith;x
9650;9;195;25;Qal'at Bishah;x
9651;51;198;153;As Sulayyil;x
9652;93;201;26;As Summan;x
9653;135;204;154;Ar Rimal;x
9654;177;207;27;Al Ghubr;x
9655;9;210;155;Chalisgaon;x
9656;51;0;28;Akola;x
9657;93;3;156;Mong Pan;x
9658;135;6;29;Acapulco;x
9659;177;9;157;Oaxaca de Juárez;x
9660;9;12;30;Tuxtla Gutiérrez;x
9661;51;15;158;La Libertad;x
9662;93;18;31;Djibo;x
9663;135;21;159;Station No. 6;x
9664;177;24;32;Port Sudan;x
9665;9;27;160;Al Qunfidhah;x
9666;51;30;33;Asir;x
9667;93;33;161;Al Biyadh;x
9668;135;36;34;Ash-Sharqiyah;x
9669;177;39;162;Muqshin;x
9670;9;42;35;Al Khalif;x
9671;51;45;163;Buldhana;x
9672;93;48;36;Chiang Rai;x
9673;135;51;164;Jamiltepec;x
9674;177;54;37;Tapachula;x
9675;9;57;165;Tichît;x
9676;51;60;38;Dongola;x
9677;93;63;166;Ash-Shariqih;x
9678;135;66;39;Khamîs Mushayt;x
9679;177;69;167;Ad Dahna';x
9680;9;72;40;Al 'Ubaylah;x
9681;51;75;168;Al Rakabah;x
9682;93;78;41;Ra's Madrakah;x
9683;135;81;169;Bhokardan;x
9684;177;84;42;Nimal;x
9685;9;87;170;Chiang Dao;x
9686;51;90;43;Puerto Barrios;x
9687;93;93;171;San Pedro Sula;x
9688;135;96;44;Moudjéria;x
9689;177;99;172;El Kab;x
9690;9;102;45;Erkowit;x
9691;51;105;173;Abha;x
9692;93;108;46;Najran;x
9693;135;111;174;Rub' al Khali;x
9694;177;114;47;Faris;x
9695;9;117;175;Mudayy;x
9696;51;120;48;Nanded;x
9697;93;123;176;Ngao;x
9698;135;126;49;Mazatenango;x
9699;177;129;177;El Salvador;x
9700;9;132;50;Wangkibila;x
9701;51;135;178;Nouakchott;x
9702;93;138;51;Kaédi;x
9703;135;141;179;Jabal al Khaymah;x
9704;177;144;52;El Khandaq;x
9705;9;147;180;Haiya;x
9706;51;150;53;Tokar;x
9707;93;153;181;Jizan;x
9708;135;156;54;Ash Sharawrah;x
9709;177;159;182;Al Qa'amiyat;x
9710;9;162;55;Sanaw;x
9711;51;165;183;Latur;x
9712;93;168;56;Hyderabad;x
9713;135;171;184;Guatemala;x
9714;177;174;57;Tegucigalpa;x
9715;9;177;185;Puerto Cabezas;x
9716;51;180;58;Dara;x
9717;93;183;186;Wadi Howar;x
9718;135;186;59;Wadi el Milk;x
9719;177;189;187;Korti;x
9720;9;192;60;Herbagat;x
9721;51;195;188;Nakfa;x
9722;93;198;61;Sa'dah;x
9723;135;201;189;Wuday'ah;x
9724;177;204;62;Djebel Mahrat;x
9725;9;207;190;Salalah;x
9726;51;210;63;Mahbubnagar;x
9727;93;0;191;Nalgonda;x
9728;135;3;64;Prinzapolca;x
9729;177;6;192;St-Louis;x
9730;9;9;65;El Hank;x
9731;51;12;193;Gouro;x
9732;93;15;66;Jebel Haraza;x
9733;135;18;194;Derudeb;x
9734;177;21;67;Akordat;x
9735;9;24;195;Hajjah;x
9736;51;27;68;Marib;x
9737;93;30;196;Say'un;x
9738;135;33;69;Nandyal;x
9739;177;36;197;Managua;x
9740;9;39;70;Maracaibo;x
9741;51;42;198;Dakar;x
9742;93;45;71;Diourbel;x
9743;135;48;199;Kiffa;x
9744;177;51;72;Koréa-Koré;x
9745;9;54;200;Wadi Shaqq el Giefer;x
9746;51;57;73;Northern Kurdufan;x
9747;93;60;201;Jebel Abyad;x
9748;135;63;74;Kassala;x
9749;177;66;202;Asmara;x
9750;9;69;75;San'a';x
9751;51;72;203;Hawra;x
9752;93;75;76;Sayhut;x
9753;135;78;204;Hospet;x
9754;177;81;77;Cuddapah;x
9755;9;84;205;Bluefields;x
9756;51;87;78;Banjul;x
9757;93;90;206;Tambacounda;x
9758;135;93;79;Kédougou;x
9759;177;96;207;Sikasso;x
9760;9;99;80;Ouagadougou;x
9761;51;102;208;Hamadat Tingharat;x
9762;93;105;81;Gusau;x
9763;135;108;209;Wadi Magrur;x
9764;177;111;82;Al Wuz;x
9765;9;114;210;Khartoum;x
9766;51;117;83;Teseney;x
9767;93;120;211;Ed;x
9768;135;123;84;Al Hudaydah;x
9769;177;126;212;Ataq;x
9770;9;129;85;Al Mukalla;x
9771;51;132;213;Guntakal;x
9772;93;135;86;Cartagena;x
9773;135;138;214;Valencia;x
9774;177;141;87;Kolda;x
9775;9;144;215;Timbedgha;x
9776;51;147;88;Bamako;x
9777;93;150;216;Bobo-Dioulasso;x
9778;135;153;89;Bordj Mokhtar;x
9779;177;156;217;Post Weygand;x
9780;9;159;90;Sokoto;x
9781;51;162;218;Monou;x
9782;93;165;91;Sodiri;x
9783;135;168;219;Paulis;x
9784;177;171;92;Gedaref;x
9785;9;174;220;Mek'ele;x
9786;51;177;93;Aden;x
9787;93;180;221;Hindupur;x
9788;135;183;94;Chittoor;x
9789;177;186;222;Granada;x
9790;9;189;95;Barranquilla;x
9791;51;192;223;Cabimas;x
9792;93;195;96;Caracas;x
9793;135;198;224;Cumana;x
9794;177;201;97;Bissau;x
9795;9;204;225;Koumbia;x
9796;51;207;98;Kombongou;x
9797;93;210;226;Ténéré du Tafassâsset;x
9798;135;0;99;Tombouctou;x
9799;177;3;227;Kandi;x
9800;9;6;0;Bagudo;x
9801;51;9;128;Mao;x
9802;93;12;1;Faya;x
9803;135;15;129;Malha;x
9804;177;18;2;Obo;x
9805;9;21;130;Sennar;x
9806;51;24;3;Gallabat;x
9807;93;27;131;Afrera Terar;x
9808;135;30;4;Ta'izz;x
9809;177;33;132;Kolar Fields;x
9810;9;36;5;Sincelejo;x
9811;51;39;133;Barquisimeto;x
9812;93;42;6;Barcelona;x
9813;135;45;134;Carúpano;x
9814;177;48;7;Catió;x
9815;9;51;135;Dirkou;x
9816;51;54;8;Kankan;x
9817;93;57;136;Wa;x
9818;135;60;9;Zinder;x
9819;177;63;137;Kalalé;x
9820;9;66;10;Kaduna;x
9821;51;69;138;Jos;x
9822;93;72;11;Magrur;x
9823;135;75;139;Kosti;x
9824;177;78;12;Coquilhatville;x
9825;9;81;140;Maych'ew;x
9826;51;84;13;Daddato;x
9827;93;87;141;Bangalore;x
9828;135;90;14;Tiruppattur;x
9829;177;93;142;Montería;x
9830;9;96;15;San Carlos del Zulia;x
9831;51;99;143;Valera;x
9832;93;102;16;Calabozo;x
9833;135;105;144;Maturin;x
9834;177;108;17;Labé;x
9835;9;111;145;Banora;x
9836;51;114;18;Korhogo;x
9837;93;117;146;Tamale;x
9838;135;120;19;Djougou;x
9839;177;123;147;Wawa;x
9840;9;126;20;Abuja;x
9841;51;129;148;Bauchi;x
9842;93;132;21;Al Fasher;x
9843;135;135;149;El Obeid;x
9844;177;138;22;Bangui;x
9845;9;141;150;Bahir Dar;x
9846;51;144;23;Serdo;x
9847;93;147;151;Salem;x
9848;135;150;24;Jaqué;x
9849;177;153;152;Cúcuta;x
9850;9;156;25;Mérida;x
9851;51;159;153;Barinas;x
9852;93;162;26;Al Tigre;x
9853;135;165;154;Ciudad Guayana;x
9854;177;168;27;Fria;x
9855;9;171;155;Tahoua;x
9856;51;174;28;Koro;x
9857;93;177;156;Damongo;x
9858;135;180;29;Borkou-Ennedi-Tibesti;x
9859;177;183;157;Parakou;x
9860;9;186;30;Fort Lamy;x
9861;51;189;158;Am Timan;x
9862;93;192;31;Gombe;x
9863;135;195;159;Ghabeish;x
9864;177;198;32;Ed Damazin;x
9865;9;201;160;Juba;x
9866;51;204;33;Dese;x
9867;93;207;161;Djibouti;x
9868;135;210;34;Laasqoray;x
9869;177;0;162;Medellin;x
9870;9;3;35;Bucaramanga;x
9871;51;6;163;Yopal;x
9872;93;9;36;San Fernando de Apure;x
9873;135;12;164;Ciudad Bolívar;x
9874;177;15;37;Mabaruma;x
9875;9;18;165;Conakry;x
9876;51;21;38;Agadez;x
9877;93;24;166;Maradi;x
9878;135;27;39;Tamanrasset;x
9879;177;30;167;Ibadan;x
9880;9;33;40;Oshogbo;x
9881;51;36;168;Lafia;x
9882;93;39;41;Ngaoundéré;x
9883;135;42;169;Nyala;x
9884;177;45;42;Kadugli;x
9885;9;48;170;Bunia;x
9886;51;51;43;Debre  Markos;x
9887;93;54;171;Bati;x
9888;135;57;44;Lughaye;x
9889;177;60;172;Xjis;x
9890;9;63;45;Boosaaso;x
9891;51;66;173;Nuquí;x
9892;93;69;46;Barrancabermeja;x
9893;135;72;174;Mitú;x
9894;177;75;47;San Juan;x
9895;9;78;175;El Dorado;x
9896;51;81;48;Georgetown;x
9897;93;84;176;Sefadu;x
9898;135;87;49;Kano;x
9899;177;90;177;Bamboi;x
9900;9;93;50;Sarir Tibesti;x
9901;51;96;178;Maiduguri;x
9902;93;99;51;Makurdi;x
9903;135;102;179;Mutum Biyu;x
9904;177;105;52;Malakal;x
9905;9;108;180;Nek'emte;x
9906;51;111;53;Fiche;x
9907;93;114;181;Kara K'ore;x
9908;135;117;54;Berbera;x
9909;177;120;182;Buraan;x
9910;9;123;55;Manizales Pereira;x
9911;51;126;183;Tunja;x
9912;93;129;56;Guaina;x
9913;135;132;184;Santa Elena;x
9914;177;135;57;Paramaribo;x
9915;9;138;185;Freetown;x
9916;51;141;58;Kailahun;x
9917;93;144;186;Bouaké;x
9918;135;147;59;Nkoranza;x
9919;177;150;187;Abomey;x
9920;9;153;60;Lagos;x
9921;51;156;188;Yaoundé;x
9922;93;159;61;Moundou;x
9923;135;162;189;Lowelli;x
9924;177;165;62;Gedo;x
9925;9;168;190;North Horr;x
9926;51;171;63;Hargeysa;x
9927;93;174;191;Burao;x
9928;135;177;64;Dhuudo;x
9929;177;180;192;Cali;x
9930;9;183;65;Bogotá;x
9931;51;186;193;Boa Vista;x
9932;93;189;66;Maipuri Landing;x
9933;135;192;194;St-Laurent-du-Maroni;x
9934;177;195;67;Cayenne;x
9935;9;198;195;Pujehun;x
9936;51;201;68;Ti-n-Essako;x
9937;93;204;196;Abengourou;x
9938;135;207;69;Porto Novo;x
9939;177;210;197;Ondo;x
9940;9;0;70;Massenya;x
9941;51;3;198;Gashaka;x
